"","obs_1","pred_1","obs_2","pred_2","obs_3","pred_3","obs_4","pred_4","obs_5","pred_5","obs_6","pred_6","obs_7","pred_7","obs_8","pred_8","obs_9","pred_9","obs_10","pred_10"
"1",32.6666666666667,30.9214408067295,27.0571428571429,28.9901943919026,32.6666666666667,30.383584059607,30.9571428585714,27.3322367135216,32.3666666666667,28.7062874539463,32.3666666666667,28.868638287857,27.1583333333333,28.8206808213523,20.3,25.2135778593297,30.4428571428571,27.1076995981769,32.3666666666667,28.8228485457222
"2",20.3,24.8078726749042,27.225,28.5759718933534,20.3,25.1178984247345,28.9565217391304,30.8581824267765,29.5333333333333,24.4563764930898,30.9571428585714,27.1520841180197,29.78125,27.2168458799418,28.9565217391304,31.1029875061928,28.833333335,40.4507734393323,30.9571428585714,27.2542376149309
"3",28.9565217391304,31.1431597985265,31.3428571428571,27.2190982270336,18.75,25.7349729498887,29.4166666666667,30.0013621970378,19.6666666666667,22.4373298315117,34.5,30.4350744716999,26.9880952371429,28.7173873679697,26.9880952371429,28.6443599062851,30.9571428585714,27.7146557126627,29.78125,26.958251429247
"4",32.16,32.2584982302012,32.0108695652174,33.6503292607951,33.78888889,29.7416709708342,32.16,32.0846307238889,33.5714285714286,32.9848784764929,24.25,23.0963322999021,27.3,29.9540641413117,23.4333333333333,32.1291094222474,20.3,24.9955068345218,28.833333335,40.8391979233157
"5",32.3666666666667,28.7095479568457,28.833333335,40.2900848630734,27.0571428571429,29.0865583070988,26.56,26.9762345628515,29.45,29.4960801354369,32.16,31.9644733549957,32.0108695652174,33.3628014993137,29.78125,27.1522147093331,29.5333333333333,24.8638205115412,19.6666666666667,22.262708287174
"6",30.4428571428571,27.4052651279335,29.45,29.8391049986359,29.45,29.5446217345205,36.6666666666667,34.3637572281668,26.9880952371429,28.6974733513848,19.6666666666667,22.5951446092492,27.225,28.6351817869232,24.25,22.7257574232693,32.16,32.0854774668712,27.3,30.3641802899651
"7",27.1583333333333,29.2972573728424,34.5,30.9363920315761,31.2833333333333,28.6863288517204,22.9923076923077,26.7986457987436,31.2833333333333,28.7421783684832,32.75,30.2263455926954,26.56,26.9546005477816,36.8333333333333,31.3193853964967,31.2833333333333,28.891089578188,38.3333333333333,30.5099827842581
"8",29.4166666666667,29.8600775437402,23.4333333333333,31.6049886397355,33.5714285714286,33.4202708121208,33.78888889,29.863153402713,27.3,30.1761762641539,30.4428571428571,27.5864354256025,28.833333335,40.2474864770536,27.3,30.2151615772231,33.78888889,29.808322308497,30.4428571428571,27.4548228760087
"9",31.3428571428571,27.2583905169431,27.1583333333333,28.9962719393641,24.25,23.1779663439029,31.3428571428571,27.3588303001711,31.3428571428571,27.318133528653,31.2833333333333,28.8443938086294,32.16,31.9656756337555,32.75,30.2249971155872,36.8333333333333,31.1260277586664,29.45,29.5296043091696
"10",32.0108695652174,33.5675969089663,29.5333333333333,24.6535908845795,27.1583333333333,29.3005589177652,32.0108695652174,33.5474651362978,24.25,22.8883663070105,18.6666666666667,23.3351344278839,36.6666666666667,34.0428942029129,32.5166666666667,30.6033996155515,32.5166666666667,30.2992429880557,32.0108695652174,33.3766025110922
"11",34.5,30.4207681166885,18.75,26.1620706722857,19.6666666666667,22.5966317145892,28.833333335,39.9127763797119,29.4166666666667,29.8324903956458,29.4166666666667,30.0201912711458,38.3333333333333,30.2026027268502,31.2833333333333,28.6091313859993,29.78125,27.1903176790708,32.16,31.7843820943581
"12",27.0571428571429,28.8524129567537,27.3,30.4328388339566,29.4166666666667,29.869292670637,20.3,24.3481446870602,32.16,32.2193260312413,32.5166666666667,30.2761711307319,30.9571428585714,27.1627230642838,27.225,28.4665644027795,26.0416666666667,26.8942687990764,34.5,30.3682224182792
"13",26.56,26.7481486169898,28.9565217391304,30.8909952802036,30.9571428585714,27.0707341655331,26.0416666666667,26.93265948319,27.0571428571429,28.6805302480686,33.78888889,29.6442844309801,29.4166666666667,29.8808943893397,36.6666666666667,34.0685239469747,29.4166666666667,29.9548220777886,26.3478260869565,28.740615493268
"14",29.78125,26.9933874773455,29.78125,26.9823613449274,28.833333335,40.2871736432066,34.5,29.8472503026302,32.0108695652174,33.492374286949,36.8333333333333,31.3777900907811,26.3478260869565,28.8445220781881,32.3666666666667,28.3882770976452,19.6666666666667,22.4006948647892,23.4333333333333,32.248165114688
"15",29.5333333333333,25.2588487001802,26.9880952371429,28.292399927738,26.56,26.8565416194807,29.45,29.3377254983374,26.56,26.9604273806421,32.6666666666667,30.7652856619988,18.75,25.8418299660725,18.6666666666667,22.9377330446942,27.0571428571429,28.7181465653404,31.3428571428571,27.1871901749476
"16",18.75,25.9042732003936,36.8333333333333,31.1118198115239,32.5166666666667,30.4582995353061,26.3478260869565,28.7083589820302,32.6666666666667,30.5080400124148,18.75,25.8213024502718,34.5,30.7702907066933,29.5333333333333,24.8518064225401,34.5,30.3674468283226,31.2833333333333,28.567430130832
"17",26.0416666666667,27.4463548250944,30.4428571428571,27.4574824945852,27.3,30.4025967675157,32.5166666666667,30.6416305114406,27.1583333333333,29.2648775345812,20.3,24.3435643449844,32.3666666666667,29.0306913277785,26.3478260869565,28.5163078500858,36.6666666666667,34.233839014998,29.5333333333333,24.8739313927019
"18",36.6666666666667,34.2007345987919,22.9923076923077,26.8635348462736,29.5333333333333,24.7695476585785,28.9,27.2152593215352,30.4428571428571,27.2967737161139,28.833333335,39.648183408663,29.45,29.3941469307939,28.9,27.5444829715168,22.9923076923077,26.6891854245226,36.8333333333333,31.0014643765814
"19",18.6666666666667,22.0625108130033,26.56,26.8858392651388,34.5,30.319144174638,19.6666666666667,22.6085063590837,36.8333333333333,31.2079848052819,27.225,28.5938813599382,28.9,27.2757208700778,31.3428571428571,27.383848171448,38.3333333333333,30.4744364288447,36.6666666666667,34.0837039797228
"20",28.833333335,40.0901092112779,30.9571428585714,27.1969563478621,31.3428571428571,27.0862346180207,27.3,29.9897532656015,26.3478260869565,28.5499535415499,27.3,30.1245467271556,28.9565217391304,31.1195115261847,33.5714285714286,33.2038602909058,18.6666666666667,23.296533796514,32.6666666666667,30.5802276101457
"21",36.8333333333333,31.4060816750374,33.78888889,29.5588278547599,18.6666666666667,23.4086565368383,32.3666666666667,28.578582151707,27.225,28.4354012104872,29.5333333333333,24.6989847308583,32.75,30.0702608145543,27.1583333333333,29.2976941877088,32.6666666666667,30.7062347926508,22.9923076923077,26.905736538015
"22",27.225,28.5669444146972,24.25,22.9041940532407,26.0416666666667,27.3197430471866,31.2833333333333,28.7871055707963,30.9571428585714,27.2677087396426,31.3428571428571,27.086213048615,36.8333333333333,31.2247033255566,26.0416666666667,27.2432101097941,26.9880952371429,28.3406569651456,27.1583333333333,29.2239076662455
"23",29.45,29.2560656181365,18.6666666666667,23.1420504077469,26.3478260869565,28.5472888293976,30.4428571428571,27.6737072397534,18.75,25.8337688481681,26.3478260869565,28.750961206069,22.9923076923077,26.9174196244472,30.4428571428571,27.1898952248103,27.3,30.0431225562491,24.25,23.552329280353
"24",32.5166666666667,30.4625628226357,26.3478260869565,28.5680099261205,32.16,32.2164301179675,32.6666666666667,30.2545360273864,38.3333333333333,30.6523134926578,32.0108695652174,33.7552321741619,32.6666666666667,30.7437536175882,32.6666666666667,30.641641942041,27.1583333333333,28.9896361560427,18.75,26.1694689606335
"25",30.9571428585714,27.632837341579,31.2833333333333,28.7852880180695,22.9923076923077,26.747918049063,38.3333333333333,30.8213658223115,28.833333335,40.1610034935124,26.0416666666667,27.1766959899282,32.5166666666667,30.8262677313081,22.9923076923077,27.2623143858805,23.4333333333333,31.8238584223294,32.5166666666667,30.6980422023054
"26",23.4333333333333,31.9421120069582,19.6666666666667,22.5684300966359,29.78125,27.352453938539,18.75,25.8256776599672,32.75,31.2235297969916,23.4333333333333,32.0415156645655,24.25,22.7762851263211,18.75,26.2357046758937,31.3428571428571,27.6557892565523,27.0571428571429,28.777267398059
"27",33.5714285714286,33.0539404466553,32.6666666666667,31.0364213355529,30.4428571428571,26.9990551364808,27.225,28.3228190087648,23.4333333333333,31.8650107209083,26.56,27.0580560321809,19.6666666666667,22.3708256718859,19.6666666666667,22.4784486199774,32.75,30.9589226280913,18.6666666666667,23.326037051905
"28",19.6666666666667,22.4112805348257,28.9,26.9659322908076,32.3666666666667,28.9546087401752,27.1583333333333,29.081569960091,26.0416666666667,27.1681024306311,27.1583333333333,28.9218039707296,23.4333333333333,31.8878453653186,32.0108695652174,33.5904972087198,33.5714285714286,33.2254779221261,26.0416666666667,27.4749939047633
"29",22.9923076923077,26.7410485789788,33.5714285714286,33.2646259745744,32.75,30.2708368045982,29.78125,27.4822609031392,20.3,25.0587038287666,29.78125,26.9778362793086,27.0571428571429,28.9437723046484,27.0571428571429,28.8929440677061,28.9565217391304,30.8121792846998,33.78888889,29.8725223917153
