"","obs_1","pred_1","obs_2","pred_2","obs_3","pred_3","obs_4","pred_4","obs_5","pred_5","obs_6","pred_6","obs_7","pred_7","obs_8","pred_8","obs_9","pred_9","obs_10","pred_10"
"1",27.1583333333333,29.5278312845669,33.78888889,28.2866297742752,32.0108695652174,32.7081254078027,36.8333333333333,33.6141932326826,26.56,26.6932003517433,26.9880952371429,26.0380490768327,29.4166666666667,31.519505123243,32.75,29.3093015548755,27.0571428571429,28.7013697795455,33.78888889,28.3475322248093
"2",32.0108695652174,32.4270645249256,31.2833333333333,29.920889473084,24.25,24.5619043282734,38.3333333333333,30.7875145701097,28.9565217391304,30.7628668695867,28.9,26.6379047461041,28.833333335,36.0641542635582,29.5333333333333,25.8572802573646,27.3,28.6622430683627,27.3,28.6403839337029
"3",28.833333335,36.2044571443577,29.5333333333333,26.3791824691078,36.8333333333333,34.2354437800315,22.9923076923077,27.307786227371,29.4166666666667,32.4122350802222,32.0108695652174,32.762495528566,27.0571428571429,28.7921596950598,32.3666666666667,29.6378190057949,29.78125,24.9676899825242,32.3666666666667,29.5856117516906
"4",32.6666666666667,32.6479065117622,28.9565217391304,30.8370052828919,27.3,28.334430282165,26.9880952371429,26.1781607791026,19.6666666666667,24.4577003909713,36.6666666666667,36.1319492224882,32.16,29.4809016752714,34.5,33.9794255816493,36.8333333333333,34.551083598096,29.5333333333333,25.801401992123
"5",20.3,25.3177187047244,20.3,25.2922276658407,26.9880952371429,25.75492915591,36.6666666666667,35.794893533941,26.3478260869565,26.9355339365096,20.3,25.2786900230929,32.75,29.4604918203732,18.6666666666667,22.9968130110304,26.0416666666667,27.2576938597359,29.78125,24.7220099859226
"6",29.4166666666667,32.0382787330599,27.0571428571429,28.8222553681868,32.75,29.3189071065345,32.3666666666667,29.3884750206915,32.5166666666667,31.8399539327488,29.4166666666667,32.1027245910416,27.3,28.160561048324,23.4333333333333,29.7737411243148,32.5166666666667,31.5604098991692,24.25,24.3400852661827
"7",33.5714285714286,31.1236786325365,28.9,26.4786076651748,27.225,26.4606566443603,23.4333333333333,29.5934053721574,27.1583333333333,28.8289929302897,34.5,34.6141216679559,33.5714285714286,31.0866169853848,29.78125,24.7085201479762,18.6666666666667,23.3962318015828,18.75,24.6380673615443
"8",26.9880952371429,25.857222233435,26.9880952371429,25.9079924695743,27.1583333333333,29.3829233523008,29.5333333333333,25.7176949916771,33.78888889,28.8064512693734,22.9923076923077,26.8675382847586,32.0108695652174,32.0148475385725,32.5166666666667,31.6963251004002,27.225,26.8768282431866,27.0571428571429,29.0829785133902
"9",30.4428571428571,29.1474862210048,31.3428571428571,29.2084458031254,30.9571428585714,26.5651535744948,29.45,31.4447355162161,24.25,24.2342777651636,27.3,28.7371162576693,29.78125,24.5207753721426,20.3,24.9726205114884,36.6666666666667,36.3316828818375,28.9,26.8520627842163
"10",36.8333333333333,34.2597969767568,27.225,26.9410154420702,29.5333333333333,26.0474471356823,26.3478260869565,27.1839876302177,32.75,29.6226989964654,26.3478260869565,27.1952767952244,26.3478260869565,27.0558912187226,29.45,31.7769846426457,29.45,31.2956359487156,27.225,26.816407668394
"11",32.3666666666667,29.7126243892402,26.0416666666667,27.2182989560401,32.3666666666667,29.0916348120409,32.0108695652174,32.728327664831,23.4333333333333,29.4681961254463,32.3666666666667,29.3487064755128,26.0416666666667,27.2686838284,18.75,24.4582032941443,32.16,29.271970406778,29.45,31.1770252177413
"12",26.56,26.5486450900741,32.75,29.7345662818487,32.16,29.1689244948911,26.56,26.5156043132115,32.6666666666667,31.9630815090359,31.2833333333333,29.8708487933105,26.9880952371429,25.9551801719763,29.4166666666667,31.5672082254804,22.9923076923077,27.1473451086557,38.3333333333333,30.9550296086465
"13",32.16,29.4654178873921,29.45,31.3781253769683,19.6666666666667,24.2252170942922,18.75,24.6268183026278,28.833333335,36.066142339203,33.78888889,28.5959872298803,26.56,26.3517117151427,30.4428571428571,29.1893577178009,33.78888889,28.4267969561563,26.9880952371429,25.9368737042334
"14",31.3428571428571,29.4033876753106,36.6666666666667,36.0882262220328,26.56,27.0208325990828,28.9565217391304,30.9602811009503,36.8333333333333,34.7765898493365,27.1583333333333,28.7713892012762,29.5333333333333,25.9542830896072,26.3478260869565,27.0996505316193,31.3428571428571,28.8670541257908,32.6666666666667,31.9516435162124
"15",32.5166666666667,31.4546462007085,32.16,29.0162036722309,26.0416666666667,27.5663284570775,24.25,24.477549576968,32.0108695652174,32.1015175272085,27.225,26.8714107433606,29.45,31.2674277639399,36.8333333333333,34.8285950422264,32.75,29.5070419305677,19.6666666666667,24.8527896044141
"16",26.3478260869565,27.2680858114478,32.3666666666667,29.1678520685211,20.3,24.9737457313729,32.75,29.3644110060652,33.5714285714286,30.7776789689995,26.0416666666667,27.3127901241642,32.5166666666667,31.5967070316057,27.225,26.7660497794112,32.6666666666667,31.8209723819127,20.3,25.6134014420007
"17",19.6666666666667,24.6105707058113,29.78125,25.4311782296536,34.5,33.8571104073713,29.4166666666667,31.475126810453,32.3666666666667,29.7093115307234,19.6666666666667,23.7421970759927,31.2833333333333,29.9792022764012,31.2833333333333,29.9006573971357,38.3333333333333,31.1408134786128,32.0108695652174,32.8206639409455
"18",18.6666666666667,23.8415875665689,18.75,24.2285007506779,33.5714285714286,31.3959049202608,34.5,34.361383798677,26.9880952371429,25.9885469550025,29.5333333333333,26.7174175930843,34.5,34.0835275074202,32.0108695652174,32.5575077882779,31.2833333333333,29.5048130632204,36.6666666666667,36.0500149018879
"19",38.3333333333333,31.2362277556946,30.9571428585714,27.0621238414077,23.4333333333333,29.4658097252146,19.6666666666667,23.971174341174,18.6666666666667,23.1910828147158,27.0571428571429,28.7832227326141,27.225,26.8071900348661,30.9571428585714,26.979029583392,33.5714285714286,31.6370560647612,32.5166666666667,31.5412930091745
"20",29.78125,24.5407936341222,22.9923076923077,26.8853580732053,26.3478260869565,27.4349567261358,30.4428571428571,29.691907864697,27.225,27.0013145987466,36.8333333333333,34.3240528571186,19.6666666666667,24.0587221969441,22.9923076923077,27.0311230933042,23.4333333333333,28.80333350219,26.0416666666667,27.2083246823287
"21",28.9565217391304,30.9730777803537,33.5714285714286,30.4516193013289,32.5166666666667,31.5618064438793,27.0571428571429,28.5577561350214,22.9923076923077,26.9216986213708,32.75,29.8051913916865,28.9,26.4696707238763,32.6666666666667,32.3257183642429,26.3478260869565,26.8884551777746,30.9571428585714,26.7339402466962
"22",33.78888889,28.1244494733375,18.6666666666667,23.0516513741971,28.9565217391304,31.0361718860703,30.9571428585714,27.0798933336774,32.16,29.3360595268487,23.4333333333333,28.913686911787,24.25,24.5189875179908,28.833333335,36.087871424184,28.833333335,36.2792741769511,32.75,29.5039951638634
"23",28.9,26.382397436885,38.3333333333333,31.3225518693191,29.78125,24.4272246610003,33.5714285714286,30.3255480465084,29.45,31.0649597795949,32.16,29.449895624163,18.75,24.7123330139363,32.16,29.4650379977386,30.9571428585714,26.7337777650101,29.4166666666667,31.0750157941254
"24",32.75,29.5111804843456,29.4166666666667,31.7484793017955,29.4166666666667,32.1274939182219,33.78888889,28.3163496781644,30.9571428585714,26.9625232453601,32.5166666666667,31.5299449416176,22.9923076923077,27.4344662582949,26.0416666666667,27.2268876007653,26.9880952371429,25.8728713113875,34.5,34.2671557532099
"25",36.6666666666667,36.2103221438973,23.4333333333333,29.5005345290751,33.78888889,28.2340997846077,18.6666666666667,23.4111953759384,18.75,24.6445013377045,33.5714285714286,30.7693943436619,23.4333333333333,29.7955985785413,28.9565217391304,30.9182766528869,28.9,26.7621644969789,33.5714285714286,30.9944794187473
"26",24.25,24.3328109503089,27.1583333333333,29.920377952044,28.9,26.3366576066966,27.225,26.9097025475751,38.3333333333333,31.1311779342448,29.78125,24.9065688538411,31.3428571428571,29.0772594578155,28.9,26.5248351579684,28.9565217391304,30.7906625394141,31.3428571428571,29.6288232702928
"27",18.75,24.9701842662622,26.3478260869565,26.8978050537526,18.6666666666667,21.8677332852289,20.3,24.9329718703528,31.3428571428571,29.2387296661372,30.9571428585714,26.8389354441085,32.6666666666667,32.0384646094269,26.56,26.9796482875021,19.6666666666667,24.8048645662417,31.2833333333333,30.1543371609197
"28",22.9923076923077,27.5449239240075,28.833333335,36.5151078631353,28.833333335,35.9929302585492,29.78125,24.7652932088346,31.2833333333333,29.9817457441842,24.25,24.9237291017382,27.1583333333333,29.1717417075494,33.78888889,28.5759540783836,18.75,24.3032937793415,18.6666666666667,23.2758893337986
"29",26.0416666666667,27.1132980989935,27.3,28.4752114896255,29.45,31.4337229197272,26.0416666666667,27.2644359046169,29.5333333333333,26.1899379458767,28.9565217391304,30.9267622213445,20.3,25.2583301351734,27.1583333333333,29.4655343173933,29.4166666666667,31.5972323687499,27.1583333333333,29.5845988569875
"30",31.2833333333333,30.1005446686243,26.56,26.5891963026807,32.6666666666667,32.0838518100012,31.2833333333333,29.8700648060008,27.0571428571429,28.7765588237114,31.3428571428571,29.0891711841264,30.9571428585714,27.1012141003696,24.25,24.6368333921837,24.25,24.2375485487823,36.8333333333333,34.2030481484673
"31",23.4333333333333,29.6526570978281,19.6666666666667,24.2213422904807,38.3333333333333,31.0916246018848,27.3,28.6432907118284,29.78125,24.7619810800678,29.45,30.9674141594781,36.6666666666667,35.751917626667,27.3,28.206548022251,26.56,26.5850929019153,26.3478260869565,26.7088016335867
"32",29.5333333333333,26.1284524298584,32.6666666666667,31.9351982419516,22.9923076923077,26.8448336724763,32.16,29.3641332601833,27.3,28.5586703446783,38.3333333333333,31.1057370031601,30.4428571428571,29.1258377757521,26.9880952371429,26.1239202801595,32.3666666666667,29.6485369496633,32.16,29.214634385846
"33",27.0571428571429,28.9347287860177,30.4428571428571,29.0263805362541,30.4428571428571,29.0526130897974,27.1583333333333,29.4742670194421,30.4428571428571,29.5495849853525,32.6666666666667,31.9913464361459,28.9565217391304,30.8190125153025,38.3333333333333,31.0758315562834,30.4428571428571,29.5187567388196,28.833333335,35.5604693252131
"34",27.3,28.5126243982333,34.5,33.7811914764465,36.6666666666667,36.0527465212607,28.9,26.3484297177169,26.0416666666667,27.1570349660271,30.4428571428571,29.1926336686523,18.6666666666667,23.2336477528345,19.6666666666667,24.3101723975227,27.1583333333333,29.563259610686,28.9565217391304,31.2156190850226
"35",29.45,31.4915258640591,24.25,24.5670537523175,31.2833333333333,29.7657608841264,32.5166666666667,32.3497187121899,34.5,34.0807527906203,18.75,25.0908480866666,36.8333333333333,33.8220001440218,33.5714285714286,30.8823430607297,29.5333333333333,26.1850196908195,23.4333333333333,29.1562955397011
"36",27.225,26.5555274115253,36.8333333333333,34.0325795819381,31.3428571428571,28.9385871951351,28.833333335,35.8759007678093,28.9,26.6866637982541,18.6666666666667,23.9270836762507,33.78888889,28.1465387291662,31.3428571428571,29.558764887307,32.0108695652174,33.0003255771715,30.4428571428571,29.1364888471559
"37",30.9571428585714,26.8634173020495,32.0108695652174,32.5882414334386,18.75,24.7270010807175,31.3428571428571,29.4235906852179,36.6666666666667,36.0939881818319,28.833333335,36.4139037794231,32.3666666666667,29.5320614340177,36.6666666666667,36.0801580175374,20.3,25.0960595815937,22.9923076923077,27.276686854772
"38",34.5,33.8100651965836,32.5166666666667,31.475017517169,27.0571428571429,28.4916285446641,32.6666666666667,31.8629076272722,20.3,25.0499989287879,26.56,26.8314469371073,38.3333333333333,31.073155169566,27.0571428571429,28.9000234741518,34.5,34.4368972223055,26.56,26.8280775809136
