"","obs_1","pred_1","obs_2","pred_2","obs_3","pred_3","obs_4","pred_4","obs_5","pred_5","obs_6","pred_6","obs_7","pred_7","obs_8","pred_8","obs_9","pred_9","obs_10","pred_10"
"1",12.188,12.3798899310807,9.59090909090909,9.83246861726797,21.0333333333333,23.1765557199213,10.7416666666667,9.20090885590561,9.425,13.3338078370075,12.6777777766667,16.5765515136964,21.8833333333333,16.7210012902158,12.188,12.5767677960534,18.2571428571429,14.7602246063932,16.3434782608696,15.9756535943416
"2",22.1666666666667,19.9624310701456,21.8833333333333,16.7874302891306,23.0666666666667,18.3262992047854,21.1,20.6092908018308,21.8833333333333,17.0354225223459,13.5208333333333,12.5866488220018,21.6333333333333,19.4361660917016,21.1,20.6897781958888,12.2428571428571,14.6732020644837,14.2714285714286,13.7247352827684
"3",20.2,21.4499101857691,16.8214285714286,23.329100237134,25.6,19.3739447407824,12.6777777766667,16.0592091802236,12.188,12.7361378009477,6.05,12.3981127200186,16.3434782608696,15.6796442651097,14.0555555566667,12.3358307962181,14.0555555566667,12.2049176427238,17.944,25.1509388202576
"4",29.1541666666667,19.8814126073345,12.6142857142857,15.6351804397343,10.7416666666667,9.48928154582905,13.5208333333333,12.284450431978,10.7416666666667,8.99070696375403,16.3434782608696,15.8705621275337,18.2571428571429,14.8416349333725,11.6111111111111,10.0679131217786,12.6,10.419288237299,21.0333333333333,24.2463424331411
"5",12.6142857142857,15.2628774984429,16.7571428571429,13.4814393103144,25.5,21.3692826564323,12.188,12.2708849150784,12.2428571428571,15.1936829946748,18.2571428571429,14.8691193542328,11.8952380947143,14.8476225898743,16.3434782608696,15.6227585359413,21.3,19.4313089467651,11.6111111111111,9.90959037594913
"6",16.7571428571429,13.42570756581,18.2571428571429,14.3583980951555,16.3434782608696,15.5423983424429,25.6,19.220757935381,12.6142857142857,15.3213094906027,12.188,12.6809356551692,12.8666666666667,7.83661982901201,23.0666666666667,18.2015058528206,25.5,21.5543519082337,9.59090909090909,10.6671421267915
"7",14.1384615384615,11.0104159481008,21.1,20.602117882762,11.695652173913,14.7714375323057,12.2428571428571,14.9964984644118,21.0333333333333,23.5810223064822,9.425,13.0528648066661,23.0666666666667,18.0237480249636,13.5208333333333,12.3222552542317,9.425,13.380533378559,12.6142857142857,15.2291347312121
"8",12.6,10.5001793800708,5.975,11.9952035984049,8.51111111116667,11.8306824227854,14.2714285714286,13.8857484612387,14.0555555566667,12.251396711869,16.7571428571429,13.6759149740275,15.8875,18.2123123772894,15.8875,18.9421313589485,14.1384615384615,11.5765698600545,6.05,12.402007818759
"9",12.6777777766667,16.6464390074133,23.0666666666667,18.7463453409414,12.188,13.1310423948822,20.2,21.9938797074295,16.7571428571429,13.3580839074256,21.0333333333333,23.3628171118101,11.6111111111111,9.82451388482224,16.8214285714286,23.1979628174099,21.8833333333333,17.012833225155,14.1384615384615,11.20910073032
"10",14.2714285714286,14.0795863646529,17.944,24.2938907950318,6.05,12.5028678920332,22.1666666666667,20.2248959151304,16.8214285714286,23.0144015319857,21.8833333333333,17.0967710683511,14.2714285714286,13.9384781929442,12.8666666666667,7.66062298681997,20.2,21.5190349680821,16.7571428571429,13.2841800977611
