dates,tcc,uas,vas,tas,tdps,rsds,rlds,tp
1993-11-01,0.892133381099106,0.179671614045268,0.793887471358819,2.79272462068991,1.49027907602524,35.662584779802,264.289238092839,0
1993-11-02,0.529646935541945,-0.679632352055533,-1.10428367823074,1.36421745934784,-0.269146767771656,33.537737103504,277.588539030019,0
1993-11-03,0.768365976303144,-1.970199645729,-1.14018081354848,1.71375666856432,0.19892102162906,16.1719857980526,309.698949799217,0
1993-11-04,0.986751549742359,-1.70310382564994,-1.10107855847007,1.83080373773068,-0.0934955817214639,9.19789580957271,319.300107163985,1.60327937365269
1993-11-05,0.997447868307426,-2.05647971551551,-0.707050367299134,3.8740655210108,2.59811886396322,9.87036277650624,331.058477296832,2.30841628828768
1993-11-06,0.986073426557641,-2.42997947281147,-0.979551574524715,5.41608303162212,4.44042095549999,10.2377278153888,322.077685852603,1.52446997669108
1993-11-07,0.99537466172115,-3.33569044646259,-3.24583034910914,4.18307850691172,2.47500214814098,16.3105003913036,278.359033073617,0
1993-11-08,0.844391654178215,-4.17770674819163,-3.5317025635683,0.501558318272197,-4.69399176893699,23.8795928169844,247.828365042537,0
1993-11-09,0.598833881232735,-4.17020182732895,-3.13979168854428,-1.04571956337292,-7.51356122821287,28.6009968017841,236.911440304333,0
1993-11-10,0.732054954637925,-4.504507212219,-3.78291596087245,-1.57084660730414,-7.43659687750472,3.27085907885969,297.688854171937,29.8185522204866
1993-11-11,0.993582213374023,-2.88346547031378,-5.60453429989669,0.159941934905641,-1.73489066902147,7.72956934250841,309.824394972762,5.66191746804486
1993-11-12,0.955454308911938,-0.609663367315459,-0.414080379103479,2.16427606430345,0.968393890245559,18.9713141850792,295.841870224679,2.12296052388364
1993-11-13,0.978012203635419,-1.93295381496164,3.47191433976985,2.4569805651736,0.853955360949197,7.89524793473892,314.511430000226,7.37615305571148
1993-11-14,0.992784467329892,-2.02076920258932,-0.262743949600727,2.2787457935541,1.50932514357598,13.8400322442531,310.510328137707,1.04956615200835
1993-11-15,0.939296210543198,-0.902031528504676,0.930621929128678,2.44027404889766,1.63401266011625,10.2772843894969,317.91105790526,1.04714969650979
1993-11-16,0.930227294370188,-0.690729338940181,1.59719119957472,3.21665493590072,2.33668474465309,17.0505914032709,302.183718714867,0
1993-11-17,0.864556734946712,0.86733640679043,1.17487067464111,1.96957933432751,1.41935021651782,12.3714589384637,305.30738349505,0
1993-11-18,0.986397706168024,0.329971230500138,0.47144552566281,1.34816016474101,0.641634940323,9.84455810986826,292.55025082081,0
1993-11-19,0.786597782156721,0.00608998662062806,-1.44868808497949,0.717567212035239,-0.468947028319232,24.0446815276398,230.403761033544,0
1993-11-20,0.543970133888037,-0.462760616723651,-2.23455122170503,-1.96668945516116,-3.92178376014787,21.3788296006721,241.712685899026,0
1993-11-21,0.518601655020698,0.324596613805041,-0.33965182876004,-4.36042323353278,-5.52054468760414,18.9257102357554,249.753735213914,0
1993-11-22,0.483545275731639,0.160634372135354,-1.23155702825553,-3.99912237318604,-5.49671451068459,15.6069169893625,263.582161409539,0
1993-11-23,0.975468702579995,0.631123137295908,0.288583250167611,-3.34903090811576,-4.83108266137008,18.0620427971111,237.922290110307,0
1993-11-24,0.627954440648766,-0.879821073064666,-2.11275005837483,-4.53221859463313,-6.06401916693169,16.4687523200035,248.635244676539,0
1993-11-25,0.92604069431903,-0.781278605533843,-0.846072234099842,-6.420222498076,-7.72029491312207,12.9706699330433,272.025260415352,0
1993-11-26,0.908408179329815,0.231507079378622,2.37636911445845,-2.26776830746099,-3.66475527345806,13.5151926467125,266.897107944589,0
1993-11-27,0.940952601911432,1.62762766325401,2.01727844947002,-1.96668945516116,-3.96336052481193,14.5813952371865,248.195124029893,0
1993-11-28,0.621927047124462,-0.378312317549696,-1.42708969302226,-5.68790380083613,-7.39488216222468,7.8319395055709,283.264875741415,0
1993-11-29,0.945586929662381,-0.46687770475157,0.205230137506286,-2.78002628205157,-4.42706666695379,7.10724954454924,292.523885411286,0
1993-11-30,0.927475069785631,-0.524082265733273,2.62531723106902,0.0285387852672919,-1.56570742412552,11.9879192316164,265.024110022803,0
1993-12-01,0.71642284855821,0.0667100603085019,2.19460197301836,-1.56342081015645,-3.17438460648707,8.39703223022342,290.93584441428,0
1993-12-02,0.954868638792588,1.42724826775157,4.43505595102463,0.559932789173036,-1.13592732689464,5.58119966905026,303.767457246012,0
1993-12-03,0.982787268232272,1.49196034820979,5.43035160014772,1.36962704785836,-0.266999262848662,4.95487251883864,315.186202542121,1.0824805359622
1993-12-04,0.999909861578513,1.49196034820979,3.64998088731914,3.72585136393356,2.96311205739401,10.7979790051342,298.615895676079,0
1993-12-05,0.692212871034102,2.05559919229555,3.20202097200469,3.74557974519291,2.76330335618725,14.4138998706176,253.23863833559,0
1993-12-06,0.401389112075031,2.14055604822539,3.93064509464795,1.94910605503533,-0.187890364719433,12.9530523144091,261.753698968768,0
1993-12-07,0.811870789041423,1.75824954755014,5.6117595561799,3.90440786158244,1.86740125396801,3.15040344173338,316.772374656507,2.77967998898116
1993-12-08,0.749791709935,1.73040392621048,6.29666679171523,4.94021670668948,3.35866530089221,13.6118246063547,234.887447435273,0
1993-12-09,0.457513544571986,1.76012003546456,2.79390622146018,0.11763637439,-1.32897914231765,9.32063885561278,245.528702396867,0
1993-12-10,0.937909320490848,0.124762801098212,-3.7211347217952,-4.12801646344477,-7.05204509948085,13.3444048153578,214.871504697497,0
