dates,tcc,uas,vas,tas,tdps,rsds,rlds,tp
1993-02-01,0.204693418612972,2.47352323473292,2.77721616189716,1.52107090615591,-1.74184222872618,28.4931932338433,247.803460309898,0
1993-02-02,0.326411047011027,2.9359458319261,4.36777971379902,1.18345955538657,-1.4365537172738,41.8347286622364,253.880776207193,0
1993-02-03,0.573621775300158,3.0389692075072,4.30042227336878,5.85534677084099,1.4432071897673,42.6651040762234,260.478249541269,0
1993-02-04,0.621004118871827,3.50956533293315,4.00694779825173,7.32290263213539,2.15993175130004,44.9739946148272,254.840046536315,0
1993-02-05,0.571172845756712,2.68474087301077,2.17730272024816,4.35264707436322,0.197374137295116,39.9522944810631,273.818440586169,0
1993-02-06,0.64684580440428,2.74774249127618,0.953056877888427,6.30155268712116,1.77735957251107,49.7024087552828,254.691610132164,0
1993-02-07,0.588113860256279,0.652693849027097,1.49080490754814,3.20530365339273,0.221826665633058,42.3629936222355,265.871576003484,0
1993-02-08,0.405173331680919,1.09759172802567,0.124197874478289,1.17823357374208,-1.46713380770439,48.7334237732055,239.653099519784,0
1993-02-09,0.943377380168695,-0.392112218154314,1.17657560075731,0.238753293586879,-3.18274060258027,27.0347415020286,292.232215599773,0
1993-02-10,0.963434632195658,0.249149374435452,3.76511166408765,1.96957933432751,-0.242669907707639,25.7806109501925,305.400063704826,0
1993-02-11,0.890435376409327,0.9944476293201,2.91984126090029,1.97233039874816,0.237922668827591,56.388258823038,233.748927946145,0
1993-02-12,0.2035364767489,2.30074340972713,1.23307985715476,0.694233846149693,-3.45961844907791,50.3001340843181,259.972718394939,0
1993-02-13,0.64862878120899,3.55654857466707,3.1398348350705,5.92002022088003,0.800179445730861,52.5147902287046,276.579337805266,0
1993-02-14,0.59995321536756,3.10004880376587,2.91665332390731,7.09117761585255,2.60260516828653,45.7364998759028,260.360596535958,0
1993-02-15,0.653716243933421,0.83410590915031,-1.11203333882821,4.03734969447003,-1.76670947541348,65.7951114707376,228.756596593137,0
1993-02-16,0.383715047757312,0.14546103271691,-0.813397797353543,0.319239978166166,-5.19369320183493,65.6037615545644,237.701771743418,0
1993-02-17,0.211186000093182,0.685901371223427,1.83861138284236,-0.163196242391166,-3.06342798043475,45.7607369068284,269.444704765093,0
1993-02-18,0.563961881758436,0.842278801294465,1.35962861397219,-0.00510825565624058,-2.19122217284695,74.7219526693303,233.911504645982,0
1993-02-19,0.376427627545101,1.60618931201727,1.35356869946588,1.81713556379668,-2.74412392620382,64.7677568282161,245.463660860165,0
1993-02-20,0.587004553217168,2.96552616604596,4.38475999234607,1.30565479984484,-2.65769025045895,75.5183201258885,222.337093615126,0
1993-02-21,0.475342428482735,5.08597014161966,0.600954535483962,2.83144953837248,-5.56826936660528,33.4327235650928,269.424784701549,12.1339588542104
1993-02-22,0.996711616471709,-2.04063940043273,0.739798706927517,0.187632528679408,-3.26833511708085,32.2727311619473,284.869220918814,8.6342325967653
1993-02-23,0.989222032604102,-3.20702135554555,-5.82022976352358,-1.58449951705839,-5.99820678085547,88.1470251266776,214.329097863602,0
1993-02-24,0.208017625917863,-1.34118710892859,-5.16404080453206,-4.21972588959149,-10.0231592144554,89.2745521053567,194.056989270244,0
1993-02-25,0.0974549250070612,-0.0062325580623215,-3.97083298755362,-7.72590947788594,-12.8561082681556,92.6470868608385,204.312528770021,0
1993-02-26,0.0614814036330453,0.589413499510444,0.149573953271035,-6.73297674624277,-12.1411619974837,92.3363530126236,242.02925101019,0
1993-02-27,0.539045960341099,0.333350263176406,1.6771912957517,-1.83311509470747,-4.79823182000795,50.3001340843181,274.985976957879,0
1993-02-28,0.655278972104674,1.20238206225472,1.77626071489601,-0.270404065577647,-2.36928341871519,60.7312638723274,269.970906659007,10.9127748755047
1993-03-01,0.730062577062693,-0.335763516175612,6.73275637701577,1.28712080611416,-0.860350396298013,60.7425912843571,262.068657397516,5.66546855577973
1993-03-02,0.569046174829304,2.33598577514778,3.78542400307589,0.591832909415263,-4.04345453388243,33.8331588847462,263.876939771838,13.0995092013958
1993-03-03,0.574800253319521,1.57820968174987,3.70948966945594,0.470691880518456,-2.33954588222767,111.03984801695,205.972500997249,0
1993-03-04,0.143280947073083,1.01189760449709,1.31721326883595,-1.94052156430345,-6.76977897358029,107.019833503578,233.53081566022,2.29483322310555
1993-03-05,0.667180833155889,-1.6755705582533,1.75649184039556,-2.68712727772361,-5.80182022403747,62.369191736186,282.136588828709,5.03419402202871
1993-03-06,0.807848952483826,-0.972922826700366,-0.523389272594056,0.618344472266382,-1.67801324221279,60.4382986879621,277.334029771591,0
1993-03-07,0.840046818107654,-0.332841597029319,-2.52133624561638,0.470641667970194,-3.05470579789424,101.70070433941,267.964399399952,0
1993-03-08,0.568038753485731,-1.02750304658113,-2.56116108055679,1.56507005865478,-1.89763735529031,105.931206983274,247.019398495134,0
1993-03-09,0.35486896410078,-0.195911259968786,1.78500327137475,0.253751974186953,-2.00812042618889,58.7253892546999,285.36637897053,0
1993-03-10,0.994150693377546,0.10923114645936,4.7296118946348,1.838713972638,-0.727338199566609,30.676032381953,317.112348774113,9.07324030840873
1993-03-11,0.997312267534927,1.07011445113874,6.02353549348666,4.71279051121112,2.28310833907,112.847051898663,266.09448678254,0
1993-03-12,0.22065712795571,1.75438724218203,-0.543744881462153,3.42889520908346,-0.958147781124189,134.654774176582,226.213886636917,0
1993-03-13,0.471258798905026,1.8057655960844,0.300171988510385,0.592606406115933,-4.3783894324139,100.849405278273,245.968571634263,0
