"node","sd"
"TP",3.71729125618826
"TP_prevSummer",5.10649517660402
"chla",3.68192024802009
"chla_prevSummer",5.59626406233776
"wind_speed",0.24822991944646
"cyano",0.755963526923896
"colour_prevSummer",16.9096068783554
"colour",8.72015179886975
"rain",101.273552003729
