skillscore,skillscore.sd,var
-0.000711840965653687,0.00722261186588167,uas
0.0344935607110947,0.00882910061441321,vas
0.303558554395046,0.0150590975013633,tdps
0.373181203849195,0.0162370686813287,tas
-0.989038918158384,0.0313812704974302,cc
-0.0538584914057232,0.0115000227920331,tp
0.402471868763116,0.0157593979218322,rsds
0.153666012810111,0.0129342159453445,rlds
0.770206565609884,0.0097313344626223,petH
