skillscore,skillscore.sd,var
-0.00100794797687853,0.00714560896308161,uas
0.00551300578034686,0.00768212154865205,vas
0.0145736994219655,0.00847100981254763,tdps
0.0193858381502892,0.00800342184710228,tas
-0.965097543352601,0.0334675762505095,cc
-0.0290209537572252,0.00936826102234008,tp
0.227106213872832,0.0155539059519162,rsds
6.14161849713524e-05,0.008062411551916,rlds
0.567059248554913,0.010877474956976,petH
