,uas,vas,ps,tas,pr,rsds,rlds,hurs,wss,cc
1979-01-02,0.6515949146843414,-3.449753232118732,1000.2180724137874,-17.444687936748807,-1.1294491741864476e-07,1.6721022226151918,14.202570540007388,0.6046241988374149,13.459678860788216,0.0
1979-01-03,0.27125440987550076,-3.4245586009024955,998.6759563948827,-10.064722969783759,0.18077707580444635,1.048941059443587,18.367816090005956,0.6788739835504353,12.562642891349576,0.0
1979-01-04,-0.18942739097237715,-3.699759656301413,1000.5433718470244,-10.205571787095892,0.0043906522271880445,1.2654204256000983,17.367560328956312,0.7287331594827754,14.725637944930408,0.0
1979-01-05,-0.5271409433275931,-3.2805918924188684,1002.6930166849005,-15.42168363272964,-2.2588983483728953e-07,1.3070127923831198,15.8076591328964,0.7141542335022755,12.440461461358993,0.0
1979-01-06,-0.4867226801834689,-1.8856032363152284,1006.2651519480448,-15.87026586262084,-2.2588983483728953e-07,0.941399642656255,16.90909473954597,0.7232152209970285,4.200001178723044,0.0
1979-01-07,1.0377711446826638,3.420119062786366,1000.3841953147908,-4.790023150841819,1.7502306858221026,0.33950197010359945,22.731118568935457,0.7928811598774962,14.076353840589332,0.0
1979-01-08,5.026249070833939,5.202275615024105,984.5962353296314,3.2572501766434243,2.754840442341285,0.27737949118568783,27.605260924019266,0.7584244613234878,54.26934058976133,0.0
1979-01-09,4.789762737681101,1.9970955316880343,983.3618878732043,0.9183607892485952,0.05209110828061494,0.9567604266442434,21.361065549117637,0.6719589592382935,28.007995390137143,0.0
1979-01-10,3.0949067823433456,1.6410437740162016,981.7462505739695,-2.627180492501168,0.2566342679413653,1.286904081897762,20.60800887651258,0.7904414633447842,12.546072385855654,0.0
1979-01-11,0.04160893009308755,1.5772362168430736,976.05224813293,-3.5785288792046686,0.2976449644951301,0.8907017304805456,21.723215189774823,0.8076203610160556,3.222312214624209,0.0
1979-01-12,-4.763230084442181,0.0735919908348446,972.5377021123712,-1.72880172493808,4.74554577252388,0.28518923780785443,25.21663348246045,0.7678641577247945,24.924411651042476,0.0
1979-01-13,-3.7211082565570313,-3.797840078531934,980.0773522342921,-2.085480784047718,5.476278817119752,0.1554579397176882,25.362393311874364,0.7363944197732658,29.892674372519814,0.0
1979-01-14,-1.1509027180076807,-4.759678661836982,984.9903238235413,-4.456560143676086,3.875296107882175,0.2842991405630994,24.697787149570495,0.7016179762038128,25.21730813259296,0.0
1979-01-15,0.14939215893204544,-2.3289203229965856,1001.5014217611058,-6.090937023660672,0.15598096088015923,0.8587461969265905,22.37367129630599,0.7603328230735192,5.881347287540646,0.0
1979-01-16,0.22658842880020452,-2.1651179518458545,1012.9408762922939,-10.897771732965168,-2.2588983483728953e-07,1.5558266339702318,19.352023992096075,0.7631147794386094,5.009652886005899,0.0
1979-01-17,-0.1623562068264002,1.4753176116453557,1014.7747375973078,-6.7882180176681,0.10002858933566924,1.0090415709188394,20.667439915533794,0.8073141596605486,2.284241480615339,0.0
1979-01-18,-1.419447395161646,-0.6555248717855413,1015.1065595477581,-4.5056485522652565,0.4231157476062217,0.7528772871489788,24.00273894853848,0.8191759584492192,3.1473425838158513,0.0
1979-01-19,-1.3374648326283711,-1.9344902717551924,1019.1045441962913,-4.328479772397827,0.07462024168609625,1.1948295828752518,21.286983883476804,0.7814846067668818,6.441845018535915,0.0
1979-01-20,-2.4073953823335623,-1.2875778820382555,1021.1492244751454,-2.364420202377005,0.6764547830936938,0.9440511454195504,24.012608988151094,0.763976574560395,8.422645830426843,0.0
1979-01-21,-1.5786719233695796,-1.1375086579355327,1017.7893363087034,-4.879378987165694,0.500304969611427,1.1485213333961806,23.647144579643264,0.7811214731576872,4.669643821663119,0.0
1979-01-22,-2.1079259963333348,-1.0564468578281183,1019.48599819225,-5.1372330944542455,0.5402265120256494,0.948412210606931,22.574282503264968,0.7739471603384367,6.138229757602312,0.0
1979-01-23,-0.26348706867226657,-1.211627022622491,1009.377554079649,-6.281061561171782,0.43404988669461236,1.0483550159005515,22.852777210740015,0.7757807576670948,2.168804608749927,0.0
1979-01-24,-0.2389608397576403,0.25099768972020015,998.0535000004763,-6.968972307425247,0.03944429456534674,1.0132149455555048,21.79084532418576,0.7748033957573754,0.27746282985517184,0.0
1979-01-25,-2.0711210723246976,-2.4923386857095857,985.4784020279048,-6.712044371847469,1.1637621397991125,0.5548633027418778,23.58386226572325,0.7718820166514067,12.122084868456168,0.0
1979-01-26,-2.753800544494849,-1.7535889439127026,979.5893697310058,-10.450093387819209,0.7088685129823296,1.190949536961033,22.39946138701356,0.7328420230400154,11.831319626112775,0.0
1979-01-27,-1.3484999045192732,-3.262688640794847,975.6753117507646,-16.31048331097827,1.3587224394389223,1.492934058922649,19.53642374131042,0.7029599788376669,13.70986353480722,0.0
1979-01-28,0.538260343534153,-1.6413840899078973,975.0984379743824,-15.827497026977198,0.21704355612360615,2.392568175796983,18.099141913153357,0.688376920150153,3.303215885184747,0.0
1979-01-29,0.051703171440612525,0.9322945624853083,981.4917815249834,-9.40889447136135,0.9039844462419664,1.4712286906386556,20.093081660982023,0.7732892657020645,1.4299253291295315,0.0
1979-01-30,-0.8492469686619499,1.1711144581840398,989.5973338286573,-7.608335687935437,0.5612613401935269,1.096939842672645,21.615812340949766,0.7760342774724767,3.5615318139844363,0.0
