,uas,vas,ps,tas,pr,rsds,rlds,hurs,cc
1979-02-03,1.0200563837305108,-0.8391470997353608,976.9607888561144,-7.808590599871575,0.0,24.0900064496549,249.56458173714023,83.42888528200716,0.0014529676934746895
1979-02-04,1.1327770888397672,-1.3346818115350958,971.2235251752928,-7.761960779699152,7.124382624274579,23.466004760282146,231.21350638171972,78.51558849705371,0.0014529676934746895
1979-02-05,2.0984476720184007,-1.439534739810208,980.3568041324443,-8.116146147105123,0.0,33.77101884787407,229.9861130718289,75.28114867224416,0.0014529676934746895
1979-02-06,0.9473279096420492,-2.045916023992657,986.8341156337939,-12.206930088055032,0.0,43.197825689863166,215.76890596694682,76.65509811909594,0.0014529676934746895
1979-02-07,1.7231316976418656,-1.0965082713882879,999.8181953914394,-10.69756729927018,0.0,48.47071557671759,213.4926634028711,81.081947270533,0.0014529676934746895
1979-02-08,2.163649353609251,4.387416344612544,993.8936474058596,-4.198188885680383,0.0,30.23381475810666,240.34314680725575,88.67203986164856,0.0014529676934746895
1979-02-09,0.3669186042292319,-2.085621280859364,987.3530690646165,-3.257547332396299,1.9898601099736206,36.856203031529304,258.9666848673456,72.76966668068233,0.0014529676934746895
1979-02-10,3.626606653682756,-2.367345424108664,987.2225525846138,-3.1172352736773363,0.0,60.97486120291758,215.69770293734464,59.59643119310826,0.0014529676934746895
1979-02-11,2.5782918261873884,-1.9665432236430174,993.3753110373267,-3.926567569190549,0.0,61.28032472282161,218.14639284637127,67.38776250108897,0.0014529676934746895
1979-02-12,1.1953782008161187,-1.1632687207954244,1000.2804324206417,-7.34331985381828,0.0,60.31798035139558,218.0239762577003,76.27103730876702,0.0014529676934746895
1979-02-13,1.019278564118757,-1.0550552646221403,998.8903329105491,-11.14377572424436,0.0,59.03204545788416,223.82628230388607,75.96993303830263,0.0014529676934746895
1979-02-14,-2.826843469650201,-2.8271322551951616,999.1812239852596,-8.855031545895939,0.0,54.151674435051724,222.74262273018687,75.94142329371368,0.0014529676934746895
1979-02-15,-3.761546943526094,-4.450521173544876,1010.6339762313798,-14.347900035677634,0.0,63.93238346687049,213.12312727514927,65.62896603771748,0.39721769369603777
1979-02-16,-2.0637991055207596,-2.751163224797326,1022.3257794695672,-13.855534267141026,0.0,70.12965493359083,205.99735602823753,68.53195774687254,0.544053046099366
1979-02-17,-1.7055986826638994,-1.5838138961929238,1032.9907433084727,-14.788849960539936,0.0,67.6155657473066,209.97851441943527,70.82876606558538,0.5318420148067224
1979-02-18,-2.595126823044278,-2.3512819692720757,1034.729781909716,-12.558678353212795,0.0,65.94443897178408,214.12282988410544,73.32207565922546,0.5147863746182134
1979-02-19,-4.370487677602059,-2.832923043150074,1026.068346054752,-6.910759328040267,0.0,49.21032105547357,225.91322943421207,70.96474113876404,0.5079434712725456
1979-02-20,-2.767942175225155,-1.3030194844696052,1023.8552467903296,-2.723711986359645,3.9699323597073763,22.338571244791506,267.4876995944401,83.92365923194197,0.0014529676934746895
1979-02-21,-0.720600964647206,0.07601349905659494,1027.5232313736983,-2.7451315654926294,0.0,33.14160351519282,268.7362783878063,84.35411925910387,0.0014529676934746895
1979-02-22,-0.2444167372811234,1.6529254637698818,1025.4645980565485,-2.7349011445515754,0.0,51.57669518259125,259.6768518806427,85.69963381044404,0.0014529676934746895
1979-02-23,-0.8618311385156586,1.4095200049825787,1017.1509269452515,-3.5368568088210703,0.0,54.4376509375274,256.0117775485637,89.29312989408686,0.0014529676934746895
1979-02-24,0.9661679496572751,-0.018481141021533018,1013.4750224719954,-3.1779465415544377,0.0,42.75348440004597,260.2582757775919,81.74739559613191,0.0014529676934746895
1979-02-25,1.2939776764030129,-2.207807523835415,1024.3689749530758,-2.737298107410583,0.0,79.22891687717284,231.48352621790605,73.2834229880022,0.47107631210897755
1979-02-26,1.989349436188945,-0.12123308878139466,1023.691432861417,-3.0007758748864415,0.0,73.96485911620866,241.60994646184392,77.68175556176118,0.39824071749674594
1979-02-27,4.06778034692864,2.5840652996006783,1009.0012703965168,-0.6779284334211997,0.0,63.92061708299063,237.74595186238352,83.17260019713741,0.557336950266107
1979-02-28,2.2121375200286244,1.7462262010352452,1000.3897707231931,0.3407040018612791,0.0,67.87688958148397,250.48099741905344,81.2631412976578,0.41862552341097076
1979-03-01,1.0260069853745277,6.4439232088671705,993.9866195065106,1.8759386115456167,2.0195768634131572,35.74738701820293,278.8486406216344,89.40021426910425,0.0014529676934746895
1979-03-02,-1.7601680756980522,3.609113934686908,994.9158523923294,-0.7511004867443397,0.0,56.43169399549194,256.0267874000285,80.28103979186261,0.5275283191730644
1979-03-03,2.0223456523482577,4.250515161283091,990.8733095823798,0.4435764161971677,3.288821077671567,26.092217334953073,262.9554805840767,89.2440828899281,0.6043826288371157
1979-03-04,4.576049766543559,5.2669422548421965,988.0387844943524,4.882246270213693,1.875990838760834,21.84844387938998,288.5366176190028,83.71585644201855,0.5030182934969165
1979-03-05,5.558855724983294,3.9650809300128054,993.7810862360443,3.040048514467009,0.0,68.47761841211901,246.48819757969954,69.6473078015481,0.5976107792792557
1979-03-06,6.653775451543294,5.262243258170291,997.3746877105684,3.8805674651603734,0.0,76.45649565893936,246.89303345132768,74.79596273165272,0.5891384691356764
1979-03-07,4.40106653789605,6.391442414156192,998.620693690423,4.348375822903057,0.0,45.177426849803176,284.36432293883314,82.67010065675726,0.5106662449349866
1979-03-08,-1.0119093944177162,6.748774953695966,989.2284528360753,1.774868401232708,4.542644862518034,23.744942967575668,286.7043929929968,89.24554058909146,0.5987851229157032
1979-03-09,2.6525868250173397,2.497692905906637,992.7361605892555,2.4711319848768105,7.025595971876833,56.868305482738776,278.87587729035494,75.46723629260893,0.5456580454478321
1979-03-10,-1.3843105136598026,7.84622681841817,982.801844243156,2.2443381241298703,12.001543472748809,43.77629503534601,276.676578611866,92.94584440321763,0.6167328551788583
1979-03-11,2.165234682057014,2.132246644791522,977.2230763540172,1.7293949126259853,16.597923182508502,43.09827763551005,287.66791623568224,82.28472205527154,0.594660398758619
1979-03-12,0.7682197373844177,1.6080001761280165,989.8608605606187,-0.173548440444281,0.0,85.3379709514251,242.15579108899166,75.91143257631181,0.6600587118827504
1979-03-13,-4.365988566510491,1.070818394947773,983.1791975542601,0.4063899664093088,9.842017965898625,50.75590548673462,275.5858052753183,86.64340220744832,0.6460297064476869
1979-03-14,-2.818731030523828,-3.2963930838887348,993.0535325935557,-0.6818509670601919,2.3957634413994993,59.41903145357751,276.6443021695051,74.20940304125907,0.638082739487899
1979-03-15,-0.2525236343996581,-2.933530923977915,1003.7069914746827,-3.3014733985851263,0.0,114.82285076853954,231.80738095856412,72.34219868192756,0.6696929346535343
1979-03-16,-1.7209402750237834,-1.9942139125761813,1007.5858045214158,-4.008746875666348,0.0,114.05767515344974,239.0201628764038,73.7578259432461,0.6600377104752543
1979-03-17,-4.282472787348666,-3.31509031036823,1005.864165230665,-4.44021227766304,0.0,97.45879850767176,254.91685524433984,70.29281246952638,0.6539289568052918
1979-03-18,-4.804550641422108,-6.153692441007566,1005.7999254326186,-8.859371560596045,0.0,119.16347265554364,233.1226976049293,59.56720577105879,0.6891288991790665
1979-03-19,-0.6262770917119087,-0.5454815387968709,1004.0436360073115,-11.495614215801139,0.0,138.1538133379356,209.5296000222057,64.18774413005184,0.7693594642922463
1979-03-20,2.8551055246512833,1.6750221899636335,992.4322956634378,-7.8804236381630135,0.0,147.38894963055,210.88256485786493,69.56916675542831,0.7461390209286594
1979-03-21,3.5866077832211904,4.645939967496706,988.2500639582431,0.3387610697054097,0.0,112.35389922626251,248.70120937930557,73.87941491558524,0.6842837161602636
1979-03-22,-1.223919522917006,2.5839662725335213,989.156364401932,-0.26441101658125243,1.1533434498308477,85.51467609466154,267.96502624818,80.65860921010561,0.6877393022048661
1979-03-23,-0.32764610920791465,3.2972135927335304,985.8811355393802,0.9104137026226131,8.569931687286935,66.41189769556168,269.62426273571475,88.98251714235441,0.7351732755653381
1979-03-24,0.09867259963793876,3.8588931976303016,989.6685209372984,1.262742783692629,2.3681601041778886,86.51853824137541,270.63834722771077,83.38042916691138,0.6944057998061781
1979-03-25,1.9429729556520758,-0.6067367997830292,999.6135072705513,-0.10743772024908513,0.0,144.7832307970459,239.81468062600607,74.67344431179443,0.6924096201245052
1979-03-26,-1.1743096075046706,5.430329580360604,997.3847820806046,-0.17508214032019678,0.0,126.73228801894545,247.39468821656828,85.0311179628563,0.7123180182455047
1979-03-27,-0.9286732623345787,5.33000489333611,980.3695024744336,3.8458647512507835,21.22412428964499,22.080502401508152,300.5604010537256,94.12708808801162,0.7881085160887891
1979-03-28,-1.8687340817763134,5.760791429719437,978.1110529061983,3.2313349186629843,7.992872143025446,28.116489418605834,304.82152939321446,90.70743789060597,0.7779056418348044
1979-03-29,-3.726417500927749,1.5514875592398916,986.9220715372876,3.879339214459898,10.870119343853911,46.27123672912438,292.52858219806706,87.34923676181654,0.777813481098276
1979-03-30,-3.8534921508488145,-2.981394983241287,999.7406124158585,3.5676345954042907,1.8107300645217592,59.62385989682942,291.45248970568497,78.19086282877323,0.75536074066269
1979-03-31,-2.5313439950700403,-3.1913410736195242,1001.2887780650552,2.8781570696359076,0.0,120.24064596991414,276.1889595552312,73.55258908990726,0.6868906862063059
1979-04-01,-1.7610538978944204,-2.159264166191757,998.6044190539308,1.7345786609001534,0.0,91.05013070835865,273.2634061961246,82.17184540242036,0.7603976474107444
1979-04-02,-0.8553981524151169,-2.9273375455212625,995.9854131032885,3.2726158311214593,0.0,88.29661464889972,282.4083665250506,81.38563096963188,0.7380499685650681
1979-04-03,-3.292400793755715,-2.6488510135291854,992.5919356486951,2.761579053387803,6.627059290569754,56.128387482172506,291.6334275737419,88.42381215071956,0.8027039654053741
1979-04-04,-3.844060957444376,-1.644401910272411,994.5316460921944,2.7833729904333175,3.3912896375810306,71.74528506754969,294.29455617893586,81.6999485281015,0.7592481294450322
1979-04-05,-4.490173506172836,-0.446771860529168,1000.1730710128539,2.6214274857321813,16.906093125211783,35.29517064022732,294.8459876741039,90.59174531370022,0.8228694157932447
1979-04-06,-4.373372916458587,-2.3818602689873836,1007.8512191273862,3.7220351781543237,1.3266114313209727,60.096276195360495,296.1724913655686,84.62601861973772,0.7934497749559863
1979-04-07,-4.362167873665206,-1.9720521825110198,1012.3598856495505,3.3179274418916074,0.0,83.71174196582943,291.4202803378097,72.68439012435707,0.7758413545528315
1979-04-08,-2.089960396619375,-1.6197761806043183,1016.1038454671927,3.1561735737977097,0.0,136.60725418643136,271.7167088930996,67.51968636151909,0.7388734128391556
1979-04-09,-1.1076395608491558,-1.0044947085097735,1017.9530321965647,2.187286618297586,0.0,186.04124314809985,241.45620834717397,61.87799861294779,0.7272031215890262
1979-04-10,-1.7784278769517792,0.09827194962834947,1014.9989559323897,2.3230661351804733,0.0,158.9401974644352,249.72449891225884,63.94683377484501,0.768583337213157
1979-04-11,-2.770811046179035,1.104769518631425,1010.5915231163601,3.685447467729685,0.0,83.70389152764379,283.34999096933115,69.0016724986907,0.8225428497732789
1979-04-12,-1.9878460213796783,1.7779722896782881,1008.617560839164,4.91349069586168,0.0,183.02998816216575,252.9351073833943,61.94967288172406,0.7283208293871171
1979-04-13,-1.732427872261099,1.175498244329593,1007.7153602250248,5.28566715134393,0.0,219.17613122607932,237.92794010926178,62.61741942502292,0.7068031405945591
1979-04-14,2.2375469851643945,2.914565219002448,1001.9973759115752,4.986908976682216,0.0,207.90758843197008,261.8752060492114,77.7289491176804,0.6795778834861321
1979-04-15,2.9341431841939913,-0.3741751634893439,1003.0493768629428,5.63976523268091,0.0,189.74663327710496,266.43962607229406,72.53045706435503,0.7062703103653543
1979-04-16,-1.5669833535261013,-1.180382326237495,1016.1681815375719,2.92013496357968,0.0,202.01727185343057,246.838666753105,53.268808705117934,0.7364618730452774
1979-04-17,-1.1158978751656998,0.5406030501564341,1017.7617744296207,1.6020903988334294,0.0,192.13765598660754,249.8188595346015,62.75861527107888,0.7525024235794299
1979-04-18,-0.7571956699299625,-2.8030341025144736,1016.5127088926009,2.8393101504884983,1.7534897135713035,173.51863654421138,275.08485078606884,60.97400662931983,0.7357413993851011
1979-04-19,1.1663807139617708,0.06769592015965602,1017.2132161832873,2.4064350164137465,0.0,203.89875204533763,239.78416883318397,62.5727927809099,0.7752135467347149
1979-04-20,2.1861089382535215,2.267770266264584,1010.9761969518235,4.806589218947443,0.0,199.0403016587233,257.4659218739466,72.94616871654414,0.7391475259810623
1979-04-21,1.0297402239172082,2.853252906249887,1002.825569976129,4.731005611615342,2.1428592206005868,61.14523858618146,301.3399832109379,94.09958662242785,0.8658143253894858
1979-04-22,1.4367086306926349,2.2506510923485123,995.7104711830146,5.303720513591189,1.3421111696999248,107.42687047954747,300.652656079422,84.74878369819876,0.8209167488849626
1979-04-23,-0.7263728830314391,2.6269872472273814,991.6211289059167,5.209979665799441,4.237119299003654,97.13135825025093,300.259487393106,92.93912717605775,0.835249579691584
1979-04-24,-1.586482440243935,1.4932775468548372,988.3163699014523,4.707282289160613,3.024097052936527,94.0079619650536,297.86030054227103,89.77434440185124,0.8466067975647776
1979-04-25,-4.288966663932418,-1.126974660611429,989.6602835157054,4.268288460454946,5.8376144542666895,59.55491567607684,306.33837138707787,93.04564361101022,0.8730556401852443
1979-04-26,-2.8067207880987763,-0.7072776805802075,989.1832103836,4.7105808973311625,16.744416892674483,9.165845681306903,315.76588100828207,93.76625223958348,0.9026626571441516
1979-04-27,-0.16169877655324447,2.519111760437981,998.6385252292287,5.226127262984352,6.305952779447722,48.57304688041254,323.69632962369343,93.9967396652955,0.8690467442484602
1979-04-28,1.0572514976614675,-0.11513626325689683,1004.7621113641783,5.676375269948101,1.8152315080937806,149.11342778498943,284.4253458776444,85.31942117049944,0.8209491922355072
1979-04-29,1.6155926372776945,3.575237201333575,1000.1582478958952,5.289042059913645,0.0,223.83660085191937,266.74758609392825,77.07779454799432,0.7318228958098716
1979-04-30,4.313537444777979,4.252717608388684,984.2600979786457,6.584099879336726,0.0,139.8101488948812,293.6735389294601,75.32306494184911,0.8290811992431247
1979-05-01,2.8350420440447293,0.20320361386069513,968.5619272176773,4.757726486477518,7.221662983412569,113.1268206353824,294.32424413543254,78.56947074959793,0.859250218891059
1979-05-02,3.814514094803438,1.5565461708723545,977.8266505313808,5.249567906381344,2.6322797254188446,225.64879867750136,246.92709145544995,60.21730767446195,0.790862223167149
1979-05-03,0.898900039945002,2.89651873139291,985.872539785849,4.129482272146613,1.292589436627933,240.93885169119304,250.66243938131007,63.75064344150812,0.7607561459912271
1979-05-04,2.219797209409462,-0.6784849409528387,984.7459930646079,5.447978861946848,1.1348948148493827,181.36100307286995,280.0004544950634,56.168403868860864,0.8032502163791488
1979-05-05,2.062819464022991,3.980843282539414,996.5366790433046,4.275316516818386,0.0,229.97843381190484,262.4542200553169,70.86342819004118,0.759558792540899
1979-05-06,2.313228424673927,3.801482266150147,1003.817285719708,4.796775482260423,1.1484962581951068,249.82637268592538,255.5981551625767,67.87125596877185,0.7485024407495744
1979-05-07,1.6222938423671123,3.341912487868336,1008.9717160248837,5.207876303003985,1.1934572669785655,239.98444248887876,262.02354513446994,74.61933383698901,0.7515635539089718
1979-05-08,1.6230492452519907,2.8888618104055537,1007.6920009311334,4.775852542627752,1.162219505434172,241.01976326191252,269.28027099370513,75.62577403548839,0.7403911271710514
1979-05-09,-0.8072322631021476,1.1193878205665666,1006.9344985109976,4.545820820288476,2.0985502206704054,178.9642278677472,276.9370918505352,79.7967631845026,0.8292678964813658
1979-05-10,0.3244205075482251,0.544388844676458,1010.4092293254041,5.20643348691707,0.0,216.82385470793992,272.9467200872342,76.0337546875322,0.7781753537145731
1979-05-11,0.9721569267175761,-2.5392735348893307,1010.2867913496183,7.011564590362916,1.5215987148574273,214.87454187862255,285.74543971556716,55.67650605900754,0.7600978183974082
1979-05-12,0.3587972331659245,-0.021566837686715502,1013.5762429721643,6.891002405246783,0.0,293.8161840647175,250.95444569415187,51.30565952229552,0.7170914033343609
1979-05-13,2.9071244960127363,2.772041794966158,1013.9931855371397,7.666025723893558,0.0,277.5874153401634,263.75176401821807,63.38752377421987,0.7153780360379596
1979-05-14,2.2474451126336126,2.6532091464407253,1015.3278864201001,8.545120339686246,0.0,184.2716764985153,294.33187225316544,79.96999414942202,0.8046654229206367
1979-05-15,4.13624816065009,4.007230486903384,1008.3828342127015,12.609279083101287,0.0,207.8197342300071,325.60651979878816,69.48848614490765,0.7182305623975171
1979-05-16,3.450653102689112,3.6453986673616914,1003.8457216787677,11.602386188172245,0.0,268.0290905635881,303.53334850659695,76.03645898372797,0.6806581295928315
1979-05-17,0.3634871327618353,2.010923345909411,999.8044516615015,10.581096266773262,0.0,235.19470174732388,296.8541674043011,73.28457205769742,0.7360027725353936
1979-05-18,0.8662652232523661,5.111098789849615,991.0459806073992,10.292037270703894,3.212157050652115,152.6031948550545,321.60437054761246,85.46171683477684,0.8088510201925827
1979-05-19,2.6610083738874035,6.097710911349168,997.0328338908632,9.237593006849169,1.5468080246713733,150.46981900347782,324.9122808677106,80.00566185994958,0.8081719908167866
1979-05-20,3.2450903648463787,4.786726499696987,1000.0662881569042,8.386357832116927,1.7934198543677158,193.46674494191583,311.45387974056064,79.48143660885441,0.7752411032136571
1979-05-21,1.0513990963276205,0.5398924633894757,1011.9029398798838,8.918547782325007,2.32484733478469,261.76390432193836,258.4644312472889,44.27399676351575,0.7746045445292041
1979-05-22,-3.0619903629684178,1.3397562723745449,1007.2845082262876,9.531986508579095,2.2082783916514637,240.34595130106482,292.8383758757454,63.738660649441314,0.746591669309777
1979-05-23,-0.9319845620574432,2.1132595572401724,1006.126020247221,9.533402356019197,4.018447330544452,110.05436859622407,325.55484113522425,86.54936692282187,0.8531315644070223
1979-05-24,-0.7465405989032362,1.9417617402227836,1004.7414540796364,10.05912488088266,2.5183901522720094,117.15506613846033,326.0657105470689,87.81341746655389,0.8500976670657029
1979-05-25,-0.4414867652923795,1.8709519142359663,999.5406155959183,12.386453950251552,12.521982842346484,90.3788224171842,338.65302306821786,78.01759582316359,0.8528154166886645
1979-05-26,0.8375710868016638,3.492597037497267,992.1203143496011,11.304156427874702,14.402013013504469,183.37530494829434,333.4379397124456,77.91678946093108,0.7692116058001902
1979-05-27,1.2018349107172501,3.567766968463385,1001.3500403082401,9.734387190219813,1.2868771025422463,213.14617167361817,288.3637401859174,73.84266483998056,0.8069129698011073
1979-05-28,-1.542658362430979,3.6274244513483636,1000.7272790306498,9.91258203497565,15.394451579352081,80.55169277232098,320.6031094782274,89.43503543985511,0.8840755352176218
1979-05-29,2.0082121797582873,0.7422843274568529,1001.2691948713892,10.54307946724225,7.432405698099129,53.200412027926184,331.1451233647131,72.37003290563483,0.8939266533943849
1979-05-30,0.6989871101699654,5.498197178598861,1005.6864368099302,10.51332619467924,1.0787326955500052,120.58978286321117,306.45608590847166,89.71730988127592,0.8768706631141625
1979-05-31,1.6297024620943423,3.4274258246875937,1010.0510664071054,14.310968100977234,10.889809662304062,105.3870202508436,354.5334601772818,80.7340024379513,0.8251881791957699
1979-06-01,-1.6720713865910186,0.19044844752412476,1014.9960150089204,16.480733109839914,0.0,290.3135030694207,316.1603270133472,69.69672161680124,0.6722527178804875
1979-06-02,-1.2987904833974255,2.6985488384745246,1015.355383253002,19.934528348025406,0.0,303.245866254427,336.31287499744326,65.61933925641749,0.6261071142207997
1979-06-03,-0.42489764780927675,-3.6865350086682005,1022.1329102370966,18.689771859296567,0.0,316.45066731617413,326.4831859021302,54.724351776310506,0.6151613469239678
1979-06-04,-3.1903600584090053,-1.5201156512310185,1028.9040834732393,18.045212192964183,0.0,313.2292184618596,325.801473762997,49.95141036269884,0.6309002949589969
1979-06-05,-0.729851837136854,1.1032127618308105,1020.8942430407055,17.730730271819457,0.0,329.45627284004263,310.06015474053305,51.312081860392496,0.632440666748719
1979-06-06,0.40980133247717854,0.42833105070027244,1012.1711782319203,19.28436069023975,0.0,327.6839594744813,308.3830005446325,42.96134469983359,0.6381557507931892
1979-06-07,0.7759903862591664,1.0131192924016967,1008.9192865154339,19.776003486784067,0.0,329.3838223494351,311.0919950805295,46.127102925258555,0.6336944841300188
1979-06-08,1.6500746025959587,1.995350335425347,1006.821298483921,19.513060857751004,0.0,346.7646305945308,305.9588369540399,53.82639961991387,0.6120928176207486
1979-06-09,1.3676479368853014,3.3532008491126275,1000.1474666831814,15.135476361299514,0.0,296.1455152142246,313.7659044647116,74.34271337084698,0.6768875183729499
1979-06-10,0.7858234413263882,-0.4156351409698956,994.9253094100549,12.604223216504174,9.275209504201486,103.31945499355547,334.4024560385336,73.85545563944484,0.8608669771749364
1979-06-11,0.8524460844748535,1.2717043199154077,1005.0535994077459,14.166142512330218,0.0,271.8240393467755,294.5734904435988,59.72510446662967,0.7405929855236604
1979-06-12,0.5978347000519575,2.903470518013338,1009.0768221183164,14.548826193431447,0.0,343.93906749772987,294.91359199343776,68.71718742800572,0.6402225451039161
1979-06-13,0.6412357496145504,2.7308172735976095,1006.6934762263272,13.789042322227079,0.0,344.09888991541834,291.04080945613754,70.98260955239184,0.6481369146609408
1979-06-14,0.4594465189969129,2.5654550695810148,997.7264398172607,13.319798311999309,0.0,321.89617218992095,300.32811014651537,74.1583999884785,0.6653717493876447
1979-06-15,1.613034472668382,4.3338004671131545,990.7124342499803,11.815426645221994,0.0,247.8652437173259,315.727208437238,76.64745480401695,0.745361785552174
1979-06-16,-1.2812754595190565,2.3352751638100013,991.8665972255332,12.675717796222305,5.003808320972783,130.43374667695863,334.06943061604073,90.54680969376018,0.8413702450993885
1979-06-17,2.9957347364648363,1.909426848342359,1001.6145144200824,14.825459055836669,2.5755881318213127,243.83304899713852,331.417385795701,63.97251710646828,0.7282924484937919
1979-06-18,3.4583646958233176,-1.5942744627685774,1006.0585287718252,15.804396378323023,0.0,341.59886675246247,289.29725507580355,50.104476701003485,0.6552816072528685
1979-06-19,2.3013847023561977,-0.8285729491477489,1010.4846380595931,16.336856151527122,0.0,320.5605400182997,299.0557742283046,52.2522902185805,0.6704614126914932
1979-06-20,0.22242952097309251,0.2647464065268749,1011.9479247855224,18.115537202302583,0.0,299.74276796184654,319.42123186188314,60.73314746517028,0.6712605906803517
1979-06-21,-0.2524112925113527,1.713340222667745,1011.6959956094818,18.795876226544042,0.0,307.24562509591544,328.5764963662731,62.867044150796815,0.6513171647114144
