,RR,TG,TN,TX
1971-03-08,0.11266759342479808,-0.10281218080717736,-2.0552464114341547,4.509000307489714
1971-03-09,0.1830871612123366,-3.3142980227002568,-10.557995588912206,0.9942672667885404
1971-03-10,0.0540970959935579,-5.3075323868293935,-7.813262967659682,1.1485525714872438
1971-03-11,0.0,-6.151815924532059,-12.38185657263466,-0.047400092048064835
1971-03-12,5.866943027398796,-4.683973600209811,-2.1331817847085404,1.1975784505002025
1971-03-13,3.2929602053075993,-2.8179590139761785,-7.3496217594817495,5.663964540169218
1971-03-14,1.1025453308361661,-0.5759287308108583,-0.058144837110091885,1.6814912721814608
1971-03-15,13.296074054396556,0.5067226872887431,0.07656615139541145,1.8762506202552913
1971-03-16,2.151156056716447,1.1094231495641225,0.1429502428751448,2.021365482084093
1971-03-17,2.4431179122638396,0.9436748313726184,0.15107009385025094,2.8367513491527347
1971-03-18,2.63537621785854,1.0725181284850578,0.04099937394596509,1.7887784245932608
1971-03-19,4.461962269180224,0.38659812775546243,-0.35693514889089784,1.4640874783847835
1971-03-20,0.02546479821504797,0.4142063248419845,-0.5631002449579796,2.380407187389892
1971-03-21,3.090772249678073,-0.8668837175522413,-4.265386230055526,4.174282274175482
1971-03-22,0.0,-1.6455643404302691,-6.614347494657636,3.3247850441077844
1971-03-23,1.974992985221579,-1.7536836533080873,-2.5351593730375725,2.271262190391667
1971-03-24,4.997806482856682,0.9906769075293482,0.557731522768222,7.861883338842517
1971-03-25,0.0,1.8730302831434074,-3.1831999899321204,8.050037320670981
1971-03-26,1.4240518804505948,0.5918528942158332,-4.474155221802562,2.734342549834082
1971-03-27,1.2041823911736713,-5.071453216463908,-9.760203248540279,0.05042470391856568
1971-03-28,0.0,-3.9755930497418035,-4.1838731639186335,4.365056989180744
1971-03-29,0.0,0.5020036819842062,-0.46240883822713386,4.5524877918394395
1971-03-30,0.0,-0.1478164531196171,-4.014770696452217,6.848740336810238
1971-03-31,0.33099762509703906,1.316570070555315,-1.2522853797128164,3.8049029182934078
1971-04-01,9.380203077092052,1.6861685232972263,0.6347369161643996,3.5804760166345204
1971-04-02,0.2921668140564831,2.2610827451600244,2.0054151855196096,3.9849339669412984
1971-04-03,6.917528181951817,3.0264325551586353,1.76752980990193,5.919418590584257
1971-04-04,0.0,1.2987270900222256,-3.250286402868369,5.576423605920638
1971-04-05,0.0,0.916328286560713,-2.6869845397253016,6.413608133725347
1971-04-06,4.588379299131733,2.345548929976019,1.4172619437161416,6.704593418344871
1971-04-07,0.15790045538027161,3.747681096894894,2.1723556862684177,7.501040179612062
1971-04-08,0.026032369613374143,3.472846757963225,0.2484780129281603,10.067852486987988
1971-04-09,0.05620412709729778,4.150616036639292,0.9689471027628542,8.665496101629913
1971-04-10,0.0,3.3589235109437254,-1.7609286509083404,12.604320430764972
1971-04-11,0.0,5.130929230311608,-1.3903846294514892,14.507343441995715
1971-04-12,0.0,5.592918080302923,-1.6340956682191177,11.595744198531065
1971-04-13,0.0,5.319432953704506,1.0710653898789815,9.336145783356699
1971-04-14,0.024145763639737423,4.594135482125068,1.8826136424344213,8.494636547299308
1971-04-15,0.024057972074201815,3.9434689595443047,2.4208438497983593,6.125103898075338
1971-04-16,3.4431976639120205,3.8223136654650034,2.0513444766841076,6.453409076898424
1971-04-17,0.4150553264365075,3.373814641658896,0.13677598957713144,9.293256132974761
1971-04-18,0.6269017158289014,5.493302841106299,3.237035081926365,11.062037480943559
1971-04-19,0.0,6.484397413297756,3.264680044996055,12.595800707906449
1971-04-20,0.0,7.106272194604458,0.9917064873685604,12.758206168462095
1971-04-21,0.0,6.210025917783696,-0.7787800489629717,13.526291129165372
1971-04-22,0.0,7.150989842336628,2.248125066549335,11.161608587949218
1971-04-23,0.0,4.336975134946556,-0.5516503670106658,7.074948760525217
1971-04-24,0.06450731262478546,2.9480017955337985,-0.40390056662198504,5.152298124207675
1971-04-25,1.0094800133420236,0.4264552272657056,-4.872875774616773,4.831758876361562
1971-04-26,0.03220926309516766,0.6585609580728828,-0.023390454089565083,7.405010846037271
1971-04-27,0.32912208199267873,1.5264270410955874,-3.6028488294638805,6.7473515868791765
1971-04-28,0.0009924158867588428,2.561797772161583,0.31206430220032644,7.118985088543525
1971-04-29,0.009722159147710276,2.263897088532076,-3.5494047933173647,8.389469987396069
1971-04-30,0.0,3.0777228700783326,-3.175340835001805,10.742941756104244
1971-05-01,0.0,5.293496414978449,0.4554032156011658,14.470383545249433
1971-05-02,0.5442776536969715,8.60424519987589,5.401341627323802,16.176247366024825
1971-05-03,0.15135092621118748,10.385480604453903,5.530760343683539,14.80486924752472
1971-05-04,0.0,10.162005963472325,6.450578171649283,15.379585270390805
1971-05-05,0.08929108457871889,9.11501610376581,2.94704045681533,15.277694299995801
1971-05-06,0.0,8.61378505454502,1.4020947500167722,17.495718460921978
1971-05-07,0.0,10.06416047504058,1.5180292886163897,18.560420473537363
1971-05-08,0.0,12.099031100181719,8.832294627674514,16.596507683523896
1971-05-09,0.0,12.308058119472435,8.750838824467678,17.369530839188712
1971-05-10,0.023705235083589765,12.199426518474638,7.646828552704278,17.908541681654697
1971-05-11,0.2425969767078257,12.130019917986601,7.45959708021627,17.964436115997955
1971-05-12,0.0,11.858257461893515,5.1236213680226115,19.357167882532167
1971-05-13,0.0,13.466698280628748,5.854984532664105,19.887672970099118
1971-05-14,0.0,12.845460468597423,4.87636389416366,20.087405154079306
1971-05-15,9.007956900656444,12.61455092143899,10.194087225101441,13.253299574681876
1971-05-16,3.989666285906273,11.806087409660904,10.421852481551241,13.427934222658791
1971-05-17,20.529853944343596,11.65055222721736,10.020848567028906,14.113980688178685
1971-05-18,11.21323542232238,10.527223764428754,6.593739098108188,14.434739188637877
1971-05-19,0.13790187959291303,9.882585262658154,3.588506495462866,15.311408054117805
1971-05-20,0.023705235083589765,10.045464000416473,2.974680078553831,15.478471513998727
1971-05-21,0.543007250621155,9.66528428483656,5.81214648257469,13.77531877560017
1971-05-22,0.0,9.254377774366503,5.544783334108388,12.560441501690491
1971-05-23,0.0,7.803583119936889,3.2643458183821394,12.004031868218249
1971-05-24,0.0,6.937106884858451,1.1825033700818608,11.00211608311605
1971-05-25,0.0,6.7455079296701115,2.045221791558504,8.896689101216339
1971-05-26,3.9412851703065,6.240644860743316,5.600089524315706,10.012275168918734
1971-05-27,3.023889942113066,8.36875844944501,5.644640319998246,20.95563428303535
1971-05-28,4.405498300643329,15.426980929157253,13.512011949149667,24.24508883164299
1971-05-29,2.9888935986204372,17.838536625932534,11.0604980688002,22.84292308858801
1971-05-30,2.1435488766398594,14.799328707074892,11.512582465215928,25.14689340340135
1971-05-31,0.0,19.523863810922705,13.159176634659218,25.94245418332821
1971-06-01,0.0,18.85408387440657,10.236224427812203,23.438721629209113
1971-06-02,0.0,17.48135794089569,9.64749467134044,22.89860652643864
1971-06-03,0.0,16.92159048916477,10.411331475367888,22.89815166992082
1971-06-04,0.0,16.9392147414149,9.607087261675986,21.560075561470057
1971-06-05,0.0,16.490642439967132,10.824825903806072,21.31738977270004
1971-06-06,0.0,16.68479162784155,11.190264034215659,22.940434307890314
1971-06-07,0.0,15.619429075528899,8.977556966390637,18.6523325136028
1971-06-08,0.00030685890245229765,10.861269458431707,4.580763188836158,15.460808081706546
1971-06-09,1.4304084793531842,11.344080291398484,7.873786101689518,14.60451811412787
1971-06-10,0.9973614543808635,11.414706529953264,7.956718485329873,19.41786870378371
1971-06-11,0.0,14.470552105691922,7.692042416249478,21.22985933171543
1971-06-12,0.0,15.695049166870774,7.855551879629218,20.708144459009134
1971-06-13,0.0,14.51649661571571,8.21585602767243,17.22736768858266
1971-06-14,0.1953038661532238,12.252444874156652,5.348681835322623,16.981318145386126
1971-06-15,0.0,11.609514739029066,5.387428446265801,15.112595790378464
1971-06-16,0.6438872253677798,10.760906555713348,5.220696096471386,16.25763849223165
1971-06-17,0.0017152404310056284,11.42467034348033,6.6638951264470165,14.374552018033057
1971-06-18,0.6292385360769966,10.581843212416572,6.174348014679424,14.226345087081427
1971-06-19,3.9877150314427947,10.326769983837721,5.36959594185123,15.440668239526872
1971-06-20,0.3744087932882125,11.072141693522667,4.702837786711541,17.302613837856597
1971-06-21,1.7172812461590288,12.471903288510589,8.73440939826662,15.551009136644609
1971-06-22,8.892840646285546,10.547464546962203,7.502448814587922,19.044648299973687
1971-06-23,0.1053757477854077,14.191689001195584,10.517604355228116,18.060708110197197
1971-06-24,0.2509283520277555,13.910636366037352,10.842331733960123,16.963902774418216
1971-06-25,0.06641405767482825,13.613100209592062,11.528468679300659,18.181009883475383
1971-06-26,0.4885004399702372,14.460529717132488,12.572106976878445,17.91621212908848
1971-06-27,29.810328242955343,14.08600597432627,11.797181943004546,15.357130360557903
1971-06-28,2.3542005056706294,12.022083204351418,6.894089023538186,17.875602312480623
1971-06-29,0.0,13.400239914896304,7.710249116410694,21.886343514458417
1971-06-30,0.0,16.70364123491015,11.804320266073375,23.39345975442427
1971-07-01,0.0,17.891080710818414,10.556931574312955,25.413001933759404
1971-07-02,0.0,19.72500544482773,11.773817232319914,27.956257257835205
1971-07-03,0.0,22.09872929617859,14.736931289916186,28.183925207454138
1971-07-04,0.0,22.078177914694038,13.314832783773,26.715409881087282
1971-07-05,0.0,19.89576309711748,12.736119492417629,24.207409256006827
1971-07-06,0.0,19.031547252994983,12.136652939941655,27.649947347665545
1971-07-07,0.0,21.286634533136123,13.767384563832195,27.35790319679569
1971-07-08,0.0,20.790533126501543,13.902211611751625,26.52100948291951
1971-07-09,0.002342716527851211,20.627937750982255,15.091913726061023,24.58734412366465
1971-07-10,0.0,18.86278980159682,13.215752074708519,23.58732577981374
1971-07-11,0.0,18.47664112348326,14.455972077734657,21.772459761998732
1971-07-12,0.0,15.324207421639755,7.83422931450832,18.05610022302801
1971-07-13,0.00612564684656789,13.960929160078535,8.745412459507122,17.180095386591404
1971-07-14,4.500047006286146,12.596747244039932,7.480082929408809,17.39110694144233
1971-07-15,3.3130820627864845,13.133403277291166,10.339774286991144,13.783541475061895
1971-07-16,6.303111387720688,11.881790574441311,9.834419862496475,19.82360160946979
1971-07-17,0.12168351118135858,13.819500582759304,7.567317353170097,19.02463391809107
1971-07-18,0.560131960203381,13.357782815658709,9.384152367259105,19.670970670939653
1971-07-19,0.48053427946746735,14.247185129049399,10.249430467209947,18.193149088307393
1971-07-20,0.603954613889702,13.17878884301922,8.587736219482395,17.630339899842852
1971-07-21,0.19061498335590057,13.615317167054627,10.31311849841802,17.898294470658072
1971-07-22,0.04237027520388776,12.87830195091982,5.170251409618402,18.319076098344624
1971-07-23,1.9636856807176817,12.629098578784465,7.371070028778433,16.381363129874728
1971-07-24,18.880439653164547,13.398374010514488,13.511685190379978,17.555014025856337
1971-07-25,1.8833876690729223,15.295424906434164,13.608289080036627,20.468392224321008
1971-07-26,1.5075973730759893,16.0426410989254,14.141886890863361,18.51119207342731
1971-07-27,0.0,15.3389838531578,12.878077010955906,22.57945698663906
1971-07-28,0.0,17.488924391141722,12.569597676691387,22.27324007923329
1971-07-29,1.4001180260028294,18.14593994145224,15.19888516100832,20.418149742911794
1971-07-30,15.675656806196265,15.950163955562346,14.103779194034644,18.46387028800649
1971-07-31,0.6521671001810538,16.054966735001415,13.91256478589844,20.26645964115579
1971-08-01,0.0,16.475959280934433,14.308040704524956,20.61612663589642
1971-08-02,0.6585589112214428,16.709929029622856,13.183028845082106,19.829416960736864
1971-08-03,1.2738808449506296,15.380903793770358,10.265589999500946,17.458922148279157
1971-08-04,17.88283829023535,15.008945737631961,13.391785717351183,19.710599540416297
1971-08-05,4.500715502411528,16.155221572697485,13.576027631818931,18.72112485592328
1971-08-06,5.244399840706069,15.931323459508803,13.388957070333902,19.698652307822954
1971-08-07,4.8305669108842855,15.782208591238998,12.979935335011305,21.338451274541512
1971-08-08,0.12589520901516185,15.105124082425561,8.250651119526196,20.21595212425973
1971-08-09,0.5992240071937123,15.042616522791263,10.101674832380468,20.144144698426373
1971-08-10,0.001410947962448187,14.132383683649948,6.422770382671445,18.78540613307672
1971-08-11,0.023705235083589765,12.856522896490844,6.315396103326464,19.949305464436463
1971-08-12,0.0,13.728048519623144,7.607446436333191,19.425500133320327
1971-08-13,8.082253453444354,13.526401674434851,10.045946335675353,15.031821317897482
1971-08-14,2.138969977017104,12.163511409397188,10.220027708838131,18.714107762479216
1971-08-15,0.04758683866248556,13.191456887043785,7.7916733970575365,20.453943768935744
1971-08-16,0.0,14.174580722496103,6.729890585037651,21.11130288908845
1971-08-17,0.05620412709729778,14.189260524574934,9.043166388871953,18.909823677251268
1971-08-18,0.023705235083589765,14.1226605193296,10.085315194089446,19.083031141710364
1971-08-19,0.056644896809609144,14.298614457722408,9.939226034186333,22.250791490941936
1971-08-20,0.00017636849530602337,16.083799884754,9.910254554013761,24.283600147117227
1971-08-21,0.0,17.84639418061056,11.93517741103841,22.099278733675817
1971-08-22,0.00017636849530602337,15.34520621722902,8.980108778256636,20.494379552570877
1971-08-23,0.00017636849530602337,14.037620778051178,6.913857608813885,19.860966213186998
1971-08-24,0.023705235083589765,13.945985615868324,9.1387705488454,19.39536891410961
1971-08-25,0.023705235083589765,14.23964063286968,10.437189328841896,19.412408412667673
1971-08-26,0.0,12.543883272469145,4.986379112384668,19.578008466478025
1971-08-27,0.22797914653934107,12.995661412518928,9.818949765683442,16.546052601029714
1971-08-28,14.325613981207363,10.853002204341749,5.945217643943636,17.71868564655705
1971-08-29,0.3335723915216106,11.888539861631386,7.757426719358307,15.774831501291146
1971-08-30,0.07388019862937459,10.469837641459833,5.044207325243065,17.286592441371454
1971-08-31,0.7472150917455029,11.004797055016923,6.950159135494403,16.587971065918623
1971-09-01,10.113574089014222,11.684794947483738,6.889347518041745,20.33606950710896
1971-09-02,0.0392430453909227,13.436345504029532,8.03481570411634,18.629226858184836
1971-09-03,0.0,12.622680055198543,6.943134208540755,16.14436623229716
1971-09-04,0.0,10.718158860146787,5.802478825746505,16.71457200953313
1971-09-05,0.0,10.422045688547882,4.190335400468882,16.631728064232448
1971-09-06,0.032498892013708015,10.901694427178654,8.13556732628092,19.641126220646242
1971-09-07,0.10539571612630275,13.299014631812497,8.883588341615848,22.192776425923057
1971-09-08,0.032652321464934166,14.982291788213388,11.058343484187333,19.17974953671694
1971-09-09,0.035308065025164315,13.652807570425011,8.571155308248933,16.17353734702033
1971-09-10,0.13699927783282903,11.260017100224502,7.060808354210224,18.591376730014815
1971-09-11,0.448148274360343,12.234437257999957,8.429289438123135,14.16861614888802
1971-09-12,0.14261900805701994,7.823922566897863,0.6392573806814994,13.38814477660003
1971-09-13,0.03081735926129357,6.023166171843627,0.7638672849142267,11.752704940170133
1971-09-14,0.24112655628133045,5.008782713911728,-0.7797614641239647,13.409256168322429
1971-09-15,0.05659457984224266,5.3542071700067595,-1.1852492959407073,13.98362263223055
1971-09-16,0.03311578906516169,7.395304289654121,8.837911409295259,14.130932321014484
1971-09-17,4.282280185750803,11.546266563284348,10.433043194036657,14.735327469037372
1971-09-18,0.10443423996222226,10.698362468864957,6.03323436166113,16.274907261682245
1971-09-19,0.722675160165587,11.880270781156867,9.11892864490892,17.55908746632423
1971-09-20,0.2549658995983714,11.96041644095709,8.145600936672167,15.863641776009047
1971-09-21,0.20585646751064482,12.801539185470801,11.70319131295571,16.17496547828256
1971-09-22,0.0,11.420445314094934,6.78805576721345,14.357910046035101
1971-09-23,3.9337813627655307,10.852092427512389,10.660827388238488,13.49009794286701
1971-09-24,7.615005262432835,10.632147570949599,7.478552193299947,14.551655659044457
1971-09-25,0.00017636849530602337,10.132159265075927,7.39186804297583,13.710292722150825
1971-09-26,0.0,8.771649887215233,5.754400877862679,11.029639858852704
1971-09-27,0.0,7.821989298225105,5.6598141226740495,10.525073201553823
1971-09-28,0.0,7.239132348057524,5.071117686317393,9.535402911715266
1971-09-29,11.068298630557026,8.594545536309681,8.6843881681001,16.935267218105423
1971-09-30,0.9104903413028964,11.968565837841084,9.396581204492009,16.18840608358812
1971-10-01,0.026363530451309413,12.780136151021964,11.366275572146208,16.744988077051744
1971-10-02,0.5284177858894143,12.128789412834578,9.210007640039862,15.554543143049955
1971-10-03,0.13679934869906676,9.086148063273185,3.2559336810383,10.88035183343436
1971-10-04,0.032498892013708015,3.707869384802734,-2.1809956587377997,10.876793126951895
1971-10-05,0.2544939579504996,5.428050886660003,7.332567002440328,13.499446211615634
1971-10-06,0.01653022619409178,11.367376785460237,11.175732121642113,19.253463452175424
1971-10-07,0.0,12.021545158991387,7.121423036753981,14.30565349347171
1971-10-08,0.03293966172601937,9.19372789009924,5.464459824798325,13.784199831004003
1971-10-09,0.04319426181826697,8.177302388217186,2.3881058754731157,11.777595886547942
1971-10-10,2.0069496168784835,8.887253586406985,10.26612182470376,16.451545671082272
1971-10-11,0.0,8.475518149978882,-0.6216910390485282,12.49572785010912
1971-10-12,0.2302507390466096,3.1571154301769866,-1.5880768088447326,6.976535277373102
1971-10-13,0.0,0.7599603776217236,-3.648673672075688,6.449267685800976
1971-10-14,0.024012093986042066,-1.1648864610621104,-6.3937977039364,7.82207095532857
1971-10-15,0.05406230597977352,1.5744221259333244,2.2111785924813034,8.617278785203382
1971-10-16,0.5365221137397224,7.266308906299855,4.192088825023745,8.023404359752362
1971-10-17,7.717246519573263,5.096811576492485,2.7078732271172044,8.77944249885536
1971-10-18,12.790816493701689,6.090810841975042,3.7006889642100873,9.930157468377786
1971-10-19,7.073726090798894,7.689165523910276,6.871010508713653,11.653773605115362
1971-10-20,0.023705235083589765,7.472474850930553,4.06782589123128,12.615035187486342
1971-10-21,5.804326739065876,7.562263955834908,5.326003645018773,13.829831108150984
1971-10-22,0.03507427699932071,7.184339717398814,1.201922060262575,9.903159946144399
1971-10-23,1.0132984323590466,5.906178275907109,6.059852423602933,11.656973524093416
1971-10-24,0.023705235083589765,7.140730428180518,3.3965731001301265,10.750163622517164
1971-10-25,0.0,4.111470077487979,-1.4193868635043145,9.403286529195725
1971-10-26,0.023705235083589765,1.382840099546513,-3.210604670576174,6.960143056773575
1971-10-27,0.023705235083589765,0.18011371364048046,-2.934788195221529,7.5137869776881985
1971-10-28,0.19242568957439565,1.1273747876986135,-0.5639387226689792,6.1669601208786275
1971-10-29,0.11626629446476776,3.619392745248149,3.08850074532711,8.327574425126784
1971-10-30,0.06010157799660245,6.545508537674209,7.397720568744944,10.237384796720221
1971-10-31,0.16415116094297635,5.7306620832027875,-0.48398159133842,8.828368625047005
1971-11-01,0.0506601259196962,5.020985621929128,5.326357622951718,11.45425322643979
1971-11-02,0.0,9.482139805818917,7.25785062961711,12.234014399390333
1971-11-03,0.08198833385480374,8.04571765811022,4.5138339874460485,8.04966643580076
1971-11-04,4.056897509656363,3.213536971622659,-1.8319767467892234,4.863138969807949
1971-11-05,13.734988806265338,0.17308850283882293,-2.268314064412209,0.8444102545034298
1971-11-06,11.381357447559552,-2.356265277585578,-4.599154530586759,-0.8677196677375036
1971-11-07,7.986939081640216,-1.8972345172554697,-3.8238620661104505,1.7868850899345716
1971-11-08,0.02185416187914551,-2.498202881985378,-6.768344337531801,0.07641029444266678
1971-11-09,0.0,-6.6650378841092675,-12.256678132846162,-1.8801141248493423
1971-11-10,0.057724941389819304,-3.4651262522824027,-3.8593643781265996,7.918628351959853
1971-11-11,0.0915649693532781,3.294517420340071,-3.9736250700097457,7.3152901811334345
1971-11-12,0.0009924158867588428,-2.1098976852078977,-7.187069604019882,3.5582537525231146
1971-11-13,10.456895914111321,-1.0630633584374323,-4.270948591278966,2.5958776806526203
1971-11-14,0.6723696521839531,0.3523205635347608,0.15031105629367403,7.579528861196593
1971-11-15,0.0029257806968334544,4.38101077384124,-0.11858489891318413,6.776180999165774
1971-11-16,0.0,0.6631087726864848,-4.108758752636788,2.879572617098745
1971-11-17,0.0,-2.4849791830041,-8.488526653305883,0.48085442034778225
1971-11-18,0.0,-8.329732793555422,-14.568756825916353,-5.524319405072106
1971-11-19,0.021392290812014127,-10.254432862036367,-13.0264528301297,-1.6264032379776268
1971-11-20,1.9427961213487634,-5.946950026588979,-7.4240772881098565,-2.2526436339394422
1971-11-21,8.46205053774476,-5.5244224036590595,-5.7363906876624355,-4.023310413461843
1971-11-22,0.001445065868072286,-4.970489874419684,-6.154186327111574,-3.7580832779438538
1971-11-23,0.0785637275309951,-7.845623468000667,-14.005499521170293,-5.9326968880217805
1971-11-24,1.231207952283839,-7.444990151507511,-9.57627246436499,2.266506529385765
1971-11-25,0.0,-3.6510318253621676,-7.747957035097102,2.8201006316911617
1971-11-26,0.028174214140190626,-0.3214047813837624,0.19963136430067152,5.976554998437621
1971-11-27,0.4921909728178476,4.8671101346322985,4.16454004297259,6.541992108385273
1971-11-28,4.460062581394908,4.173294288839827,0.063437803221575,4.363612246899777
1971-11-29,9.278215490310071,1.3923547927033155,0.3096889365100992,2.0873081964350035
1971-11-30,4.175291098789512,1.4645329733862127,0.18291310583475706,2.3274807165952893
1971-12-01,0.02743802931848669,0.5318916943120371,-1.133428527807098,0.6181480424617689
1971-12-02,0.0007573706378768639,-1.349680324315841,-3.2026333985127735,-0.17034629523823241
1971-12-03,0.07976313603629799,0.8890843596697096,-0.9712121849990467,6.877588113544903
1971-12-04,0.0,3.9188626449471826,0.7619011706601668,8.132505135900487
1971-12-05,0.0001977110062897491,4.11422402212645,-1.7715727510210968,8.74363060705275
1971-12-06,2.134251098372572e-05,1.9122142782997003,1.316939927680039,6.534050039240185
1971-12-07,0.04305387312034842,1.8864766908933461,-5.121220265653278,3.522779034472876
1971-12-08,2.3908241098572947,-2.7253530608246024,-5.352139956545443,1.483628182054872
1971-12-09,0.2816078613627542,-3.240362106058967,-7.115279316773979,0.24996543996144283
1971-12-10,4.268502196745144e-05,-1.7982336669408028,-2.947092437996673,3.4345378993258464
1971-12-11,0.0,-0.6090710254673581,-7.911834466467667,0.9409127265283814
1971-12-12,0.019159384836511768,-4.92857625245864,-10.063552081082946,5.335969675481806
1971-12-13,1.7504316243525517,1.1529776077186398,-1.0236378511080488,4.241353407329484
1971-12-14,4.953274297025499,1.733146649839341,-0.5290081703873284,5.547032240035776
1971-12-15,0.05884773371986757,4.341251876239767,2.970176007445275,9.354437181473997
