Date,Pptn,Temp,Wind_speed,PET,Q,colour_lake,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Pptn_lag1,Temp_lag1,Wind_speed_lag1,PET_lag1,Q_lag1,colour_lake_lag1,Rain_day_lag1,Pptn_intense_lag1,Wind_under_Q0.2_lag1,Wind_under_Q0.4_lag1,Wind_over_Q0.6_lag1,Wind_over_Q0.8_lag1,Temp_subzero_lag1,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,PET_winterSum,Q_winterSum,Temp_subzero_winterSum,Wind_under_Q0.2_winterSum,Wind_under_Q0.4_winterSum,Wind_over_Q0.6_winterSum,Wind_over_Q0.8_winterSum,colour_lake_prevSummer
1983-07-31,182.72881749700005,13.517997996869571,4.07826086956522,320.75986065600006,20778336.0,19.4,63,7,5.0,23.0,51.0,24.0,122.882006633,-0.047116171258425606,3.3483146067415723,46.470707704999995,37266911.99999999,34.0,47.0,3.0,20.0,36.0,37.0,11.0,37.0,487.355659358,121,18,62.161543312,124071782.4,71.0,43.0,72.0,86.0,48.0,26.666666666666668
1985-07-31,236.49391209300006,13.03916138994565,3.493478260869566,323.03901306800003,41647478.40000001,34.11111111111111,66,8,9.0,33.0,38.0,15.0,175.57119917400001,-3.7531918256179777,2.9359550561797754,25.969603991,40904265.60000001,,64.0,4.0,29.0,47.0,26.0,13.0,58.0,392.185089832,138,15,41.314577653,107977795.20000002,111.0,50.0,83.0,65.0,33.0,
1986-07-31,163.43724397199998,13.49947344940217,4.641304347826088,331.101941137,,31.444444444444446,52,7,5.0,11.0,66.0,36.0,124.00984003900001,-2.906592873494384,3.894382022471909,25.487633305,,,48.0,4.0,16.0,30.0,40.0,26.0,58.0,348.342450257,123,14,29.506436545,27737337.599999994,134.0,53.0,78.0,74.0,46.0,34.36805555555556
1987-07-31,251.6964492850001,11.593673148445653,3.46304347826087,300.9537944369997,,27.88888888888889,65,8,8.0,33.0,35.0,12.0,159.49626074000003,-3.014689782955056,2.6022471910112377,40.43242064600001,,,45.0,6.0,29.0,56.0,15.0,5.0,55.0,384.6747121540001,114,17,58.27880830100001,,109.0,50.0,83.0,68.0,42.0,27.47222222222222
1988-07-31,300.1217657060001,14.33465383294565,3.540217391304349,335.303126663,,27.777777777777775,62,15,7.0,30.0,37.0,14.0,256.72122465599995,-0.9177041111111118,3.676666666666667,27.527391566999995,,,68.0,11.0,14.0,31.0,43.0,19.0,48.0,552.504743134,150,22,35.29414770299999,,98.0,51.0,82.0,71.0,34.0,29.02777777777778
1989-07-31,184.135274939,13.236733817184783,4.216304347826087,317.807594187,,24.75,43,9,1.0,15.0,52.0,26.0,256.249386817,2.999121279056181,3.924719101123597,67.32037066600002,,,68.0,13.0,9.0,23.0,47.0,21.0,9.0,342.13562439200007,134,15,81.45088788300001,,56.0,36.0,64.0,81.0,42.0,32.27777777777778
1990-07-31,170.05171463600007,13.590783457793476,3.803260869565217,323.97182534800004,,21.75,59,6,4.0,18.0,45.0,14.0,224.22050718500006,4.277141733719101,4.994382022471912,84.439106507,,,60.0,8.0,7.0,12.0,69.0,44.0,7.0,502.1663112529999,129,18,100.853823962,,49.0,45.0,67.0,101.0,60.0,23.708333333333336
1991-07-31,182.15018411200003,12.638071926673918,4.031521739130435,303.99745373,,21.75,57,5,11.0,28.0,44.0,32.0,112.58863632500002,0.30750158170786446,3.6662921348314614,49.73415783699999,,,66.0,5.0,12.0,34.0,43.0,20.0,31.0,340.615487895,137,16,53.15683791699999,,94.0,53.0,87.0,69.0,31.0,19.541666666666664
1992-07-31,132.57916957199998,14.998212287923915,4.02608695652174,351.94614318300006,,25.25,47,5,4.0,18.0,53.0,24.0,175.64005505900002,1.625345938822222,3.9422222222222243,48.57623369199999,,,74.0,8.0,13.0,23.0,42.0,22.0,23.0,380.37597779500015,141,18,64.300907062,,59.0,39.0,62.0,79.0,46.0,20.625
1993-07-31,217.24269529100005,12.962599144793483,3.697826086956523,324.164458365,,23.0,55,8,2.0,24.0,45.0,11.0,78.836008859,1.1566915795617974,3.498876404494381,51.38145863100001,,,44.0,4.0,19.0,37.0,35.0,18.0,34.0,389.0718605859999,119,21,57.852240647,,74.0,47.0,74.0,80.0,52.0,20.625
