Date,Pptn,Temp,Wind_speed,PET,Q,colour_lake,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Pptn_lag1,Temp_lag1,Wind_speed_lag1,PET_lag1,Q_lag1,colour_lake_lag1,Rain_day_lag1,Pptn_intense_lag1,Wind_under_Q0.2_lag1,Wind_under_Q0.4_lag1,Wind_over_Q0.6_lag1,Wind_over_Q0.8_lag1,Temp_subzero_lag1,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,PET_winterSum,Q_winterSum,Temp_subzero_winterSum,Wind_under_Q0.2_winterSum,Wind_under_Q0.4_winterSum,Wind_over_Q0.6_winterSum,Wind_over_Q0.8_winterSum,colour_lake_prevSummer
1994-07-31,61.71793527200001,14.03948675552174,4.016304347826086,330.1138755150001,4863455.999999999,31.25,41,2,2.0,17.0,53.0,18.0,166.320291902,-1.5256884133595512,3.8123595505617986,44.42000887500001,61439731.2,,63.0,9.0,16.0,30.0,43.0,26.0,41.0,453.542505434,143,23,47.20428956500001,83494713.6,105.0,39.0,73.0,80.0,49.0,24.666666666666664
1995-07-31,210.53463110900003,13.037037544152176,3.608695652173913,312.63684874999996,27334972.800000004,28.333333333333332,72,8,10.0,27.0,42.0,16.0,211.71560748299999,1.1020691023258424,3.948314606741574,37.936738342,74973081.60000001,,83.0,7.0,12.0,23.0,45.0,20.0,27.0,499.36481151099986,165,19,49.637517715,133702272.0,70.0,45.0,69.0,83.0,46.0,27.125
1996-07-31,172.12987558600008,11.995010161152175,3.8630434782608716,300.32478682899995,24706339.200000003,20.333333333333332,72,6,6.0,26.0,47.0,15.0,55.62630938800003,-1.824999001411111,2.4744444444444444,35.832780033999995,13723430.4,,66.0,2.0,35.0,52.0,19.0,7.0,61.0,138.12696258100007,148,3,40.992281684,29409523.20000001,134.0,87.0,128.0,28.0,10.0,25.833333333333332
1997-07-31,180.95761478200004,14.016933814978264,3.3152173913043477,328.693645971,14271983.999999994,20.666666666666668,79,9,9.0,35.0,32.0,12.0,123.03158462099998,1.9977757548651691,4.4359550561797745,46.070583935,26837049.599999983,,76.0,6.0,9.0,19.0,53.0,33.0,20.0,309.323854261,159,14,53.31654908,81941155.19999999,81.0,49.0,73.0,79.0,46.0,17.666666666666664
1999-07-31,291.151700398,12.743668900402174,4.009782608695653,305.2680028050001,34172928.0,51.69230769230769,68,14,7.0,19.0,48.0,24.0,262.90604718399993,0.8891215386516853,3.2022471910112347,44.627178385,74368368.00000001,68.38461538461539,74.0,11.0,24.0,44.0,27.0,18.0,35.0,493.0635611089999,158,21,48.016149227,130238150.40000004,91.0,54.0,96.0,57.0,39.0,
2000-07-31,248.36199442299994,13.13161708809783,3.8445652173913043,310.5518218579999,16876684.799999986,49.15384615384615,79,10,2.0,25.0,42.0,20.0,189.060361626,1.977291150777778,3.528888888888889,53.856240015999994,43379971.199999996,63.75,68.0,6.0,14.0,40.0,33.0,16.0,31.0,432.80251718799997,144,15,70.08122788799999,97162329.6,74.0,36.0,72.0,76.0,45.0,50.42307692307692
2001-07-31,185.76768162199994,13.781627430967394,3.9467391304347834,321.798078235,18642441.60000001,73.3076923076923,54,8,5.0,16.0,51.0,19.0,198.32702729400006,-1.6197765523258425,3.2752808988764044,33.025751226999986,56959804.800000004,90.6923076923077,64.0,10.0,24.0,43.0,33.0,19.0,40.0,757.5440900490003,147,39,58.13031202299998,199812355.20000008,75.0,59.0,99.0,56.0,37.0,42.28525641025641
2002-07-31,320.827473462,14.581400571119566,3.6576086956521734,337.0120872199999,29636236.8,59.69230769230769,76,15,8.0,27.0,45.0,17.0,158.56789200800006,2.482315082348314,3.771910112359551,57.35082584599999,42531264.0,69.38461538461539,78.0,6.0,13.0,29.0,43.0,21.0,23.0,321.1940546520001,159,12,70.01341522199999,71312572.8,80.0,42.0,74.0,74.0,39.0,68.42307692307692
2003-07-31,272.53285883199993,14.12535460952174,3.610869565217391,331.20313885999997,24781507.200000003,48.0,82,9,6.0,25.0,39.0,15.0,158.59090877299997,0.6082855068426959,3.248314606741574,42.815825092,35666265.6,57.0,51.0,5.0,27.0,47.0,30.0,17.0,36.0,359.263065933,124,16,44.670771558,63703411.2,108.0,59.0,94.0,62.0,33.0,54.57692307692308
2004-07-31,191.0656472809999,13.315869566652175,3.6800000000000006,317.33916428,11785564.799999995,38.666666666666664,71,6,9.0,20.0,40.0,12.0,149.23313424,1.4207986264333334,3.0648648648648655,54.25431826399999,36537696.00000001,42.666666666666664,66.0,6.0,19.0,37.0,24.0,8.0,36.0,417.5423002089999,150,15,67.42171412399999,68356137.6,80.0,42.0,69.0,43.0,19.0,42.875
2005-07-31,234.12120388600002,13.449493758554352,3.4522727272727263,314.584495968,11736662.399999993,53.333333333333336,68,10,7.0,30.0,32.0,10.0,75.962384985,0.7961519964157303,3.3513157894736847,45.143694304,15425164.8,63.0,59.0,2.0,19.0,38.0,26.0,15.0,37.0,259.87440528600007,145,8,59.764840417,55952553.599999994,78.0,44.0,75.0,63.0,39.0,38.666666666666664
2006-07-31,196.168084071,14.994149163369565,3.3923913043478264,333.0685136269999,19623686.399999995,55.75,41,12,5.0,37.0,34.0,12.0,200.82535213199998,-1.9994489088988765,2.840449438202248,32.45178172200001,48841228.79999999,58.575,76.0,9.0,24.0,50.0,23.0,11.0,53.0,423.88170985599993,164,16,49.12231608300001,86978793.59999998,106.0,50.0,92.0,58.0,33.0,46.5
2007-07-31,357.39982618700003,13.87064251096739,3.304395604395603,324.99925063,37736064.00000001,70.33333333333333,74,12,14.0,43.0,27.0,16.0,131.12002013900005,2.5278851489550562,3.40561797752809,71.63492188600001,32224953.59999999,75.33333333333333,72.0,3.0,12.0,35.0,34.0,17.0,23.0,550.0661366759999,157,23,96.75340729300001,147762144.0,52.0,32.0,71.0,78.0,42.0,44.625
2008-07-31,223.24659292499996,14.625843514717387,3.0659340659340666,336.46005419899996,11699423.999999998,58.333333333333336,49,11,10.0,46.0,23.0,8.0,224.3804002740001,2.8595585974888897,3.6666666666666687,61.949385606999996,67382582.39999999,83.4,75.0,8.0,12.0,32.0,43.0,19.0,16.0,601.0925484860002,164,26,76.85143094699998,154049299.2,54.0,35.0,69.0,76.0,40.0,64.66666666666666
2009-07-31,236.727380031,14.247826349760878,3.322826086956521,330.54513938300005,7340889.600000002,63.666666666666664,73,7,11.0,34.0,31.0,8.0,148.88398896500001,0.7450900858876413,2.640449438202247,57.199946361,59208537.59999999,63.5,61.0,7.0,27.0,53.0,17.0,3.0,39.0,332.96758573399995,137,14,68.763952977,104709023.99999997,87.0,57.0,105.0,47.0,21.0,71.66666666666667
2010-07-31,243.78339129200003,13.676593360239133,3.3912087912087916,325.58704246700006,18923587.199999996,63.5,70,7,7.0,32.0,30.0,8.0,138.126200654,-1.206369449382024,2.6921348314606743,43.363119092000005,47232028.800000004,74.0,72.0,4.0,33.0,54.0,19.0,7.0,44.0,380.44828998900005,159,15,57.367780694000004,100459267.20000002,100.0,55.0,103.0,42.0,19.0,58.95833333333333
2011-07-31,308.51362378399995,14.175819390554357,3.2989130434782603,324.5362057039999,27917135.999999993,68.84615384615384,79,12,12.0,39.0,29.0,11.0,120.56331233099999,0.8389695123932586,3.0606741573033713,56.943949,49300876.8,76.58333333333333,57.0,4.0,18.0,45.0,23.0,8.0,42.0,247.430907963,135,8,60.323107403,67254537.6,121.0,57.0,101.0,51.0,24.0,61.41666666666667
2012-07-31,290.1019707169999,13.182981759141297,3.685555555555555,313.9859476129999,23737276.8,62.92307692307692,78,12,4.0,24.0,37.0,16.0,116.65501219,1.9640119690111106,3.3044943820224724,66.458527166,,69.53846153846153,65.0,5.0,17.0,44.0,28.0,15.0,26.0,358.48205931,142,16,86.497430261,57219436.80000001,66.0,45.0,89.0,61.0,35.0,72.74450549450549
2013-07-31,271.04800603000007,14.51148089697826,3.896739130434783,333.4739099599999,48006000.00000002,70.5,83,11,3.0,16.0,50.0,16.0,86.28312931200001,-1.4940891468426967,3.465909090909091,33.111360084999994,23006592.000000004,,52.0,3.0,15.0,37.0,31.0,17.0,54.0,308.08907295800003,132,11,46.780695073000004,84359923.20000002,111.0,27.0,64.0,73.0,43.0,64.15384615384616
2014-07-31,159.853964134,15.321389833891306,3.422471910112359,342.973669923,7346159.999999997,47.73333333333334,61,5,2.0,34.0,29.0,12.0,271.35633923000006,4.04847304447191,4.282954545454547,71.962317004,79629609.6,68.5,65.0,15.0,8.0,26.0,44.0,31.0,6.0,602.6984380780002,145,26,92.69971427099999,156198931.2,42.0,17.0,45.0,99.0,68.0,59.36666666666666
2015-07-31,313.30353361000004,12.37802335380434,4.119565217391305,298.6947493340003,26510889.59999999,48.333333333333336,73,14,1.0,17.0,56.0,21.0,154.565633974,3.0705776248764045,4.1808988764044965,67.51949249500001,56934403.200000025,58.0,62.0,8.0,5.0,16.0,49.0,24.0,12.0,467.0420263949999,146,19,85.102460683,124441401.6,51.0,17.0,49.0,95.0,43.0,41.27666666666667
2016-07-31,180.73523569199992,14.518242564130436,3.7597826086956525,336.273679817,12054182.399999999,52.5,69,7,3.0,20.0,44.0,19.0,242.941582077,1.9457608367666668,3.5155555555555553,55.585293314,58992451.19999999,71.0,74.0,11.0,16.0,39.0,31.0,17.0,24.0,473.5621249580001,158,20,78.591729701,108688953.6,65.0,33.0,70.0,76.0,43.0,52.833333333333336
